gene,logFC,pvals,adj_pvals,cluster
XBP1,2.5852602,6.226313910370257e-70,1.044183974338644e-65,0
KRT18,2.4148915,2.970010410929694e-48,2.4904279798248213e-44,0
SCGB2A2,5.273899,1.6407086028993314e-36,3.930786232131891e-33,0
ADIRF,2.762521,1.0554764867188608e-36,2.7232105262336392e-33,0
RPL31,1.2152008,2.409425037565103e-37,6.753341645574503e-34,0
KRT8,2.0494127,4.718133995529411e-35,9.890683271503249e-32,0
AZGP1,2.5270529,2.935591427788956e-29,2.895960943513805e-26,0
MGP,3.4258974,3.9474507385079725e-28,3.394908851802459e-25,0
AGR3,2.995927,2.262753244906452e-26,1.3799092106801327e-23,0
ANKRD30A,2.6954796,1.2872682647205597e-25,6.963913688224564e-23,0
MAGED2,2.2376297,3.3827552521785254e-25,1.6934476703480585e-22,0
GATA3,2.196307,1.6348936219707835e-25,8.56811983976907e-23,0
SMIM22,2.2750952,3.75175131435814e-24,1.7005066329038698e-21,0
TRPS1,2.0444217,1.457826240746118e-23,6.2688397360084025e-21,0
SRARP,4.7535877,7.32197060261228e-22,2.585118062970721e-19,0
RPL7,1.0503173,1.6353985234904866e-24,7.514096147451289e-22,0
STC2,3.1642447,5.2618751437827315e-22,1.8775378106129426e-19,0
PPDPF,1.369549,9.142281356603131e-23,3.655275775306973e-20,0
SMIM14,1.941164,1.40174042328793e-21,4.701577553750046e-19,0
CD24,1.7997465,2.4715767336821567e-22,9.639436654003862e-20,0
S100A14,1.8173357,6.269369186347135e-21,1.894422629542966e-18,0
ELF3,1.7904094,1.2953207256004305e-20,3.811083548891582e-18,0
TSTD1,1.482139,5.839489432494304e-20,1.5301743363694646e-17,0
TBC1D9,2.296132,6.398775132456422e-19,1.393644913751434e-16,0
KRT19,1.8452406,4.8093940113707984e-20,1.3009022946402253e-17,0
GSTM3,2.295747,7.771218180006761e-19,1.6497115757949794e-16,0
RPL36A,1.2138197,3.5108774837285716e-19,7.850556112116002e-17,0
SPINT2,1.4191061,3.2602362318714955e-19,7.388620503594718e-17,0
CD9,1.3584248,4.2390488064825645e-19,9.416022252863026e-17,0
CIRBP,1.2303319,8.252250727386914e-19,1.729929635295528e-16,0
TCEAL4,1.9504588,6.533948622466253e-18,1.191060710576851e-15,0
FXYD3,1.4562256,1.656454932716761e-18,3.249073385862741e-16,0
SH3BGRL,1.582219,6.112301424013968e-18,1.1202879894144947e-15,0
EFHD1,1.9997425,5.1006808713069234e-17,8.345460346561245e-15,0
MT-CO1,1.2240677,2.3759508062276962e-18,4.553815199524752e-16,0
H2AFJ,1.6486868,5.642018936884537e-17,9.14197860686204e-15,0
NUPR1,1.534718,7.180970834982435e-17,1.1307837689020933e-14,0
UQCR11,1.0588478,1.5862529864051962e-16,2.4183868825916676e-14,0
PLA2G16,1.9193715,4.612811571501742e-16,6.583757996584677e-14,0
SCGB1D2,4.5937996,1.3048674391724278e-15,1.7791284055805855e-13,0
CLDN4,1.4660493,2.6977158182415397e-16,3.9860830951383034e-14,0
TFF3,2.382941,1.0151695398836862e-15,1.407016592447881e-13,0
MIF,1.1269885,7.649373244331289e-16,1.0690317832838156e-13,0
COX6C,1.639096,2.9114866690845306e-15,3.685063183689216e-13,0
AGR2,2.2344508,7.45730695519822e-15,8.595379126608367e-13,0
SUSD3,2.6191149,1.3463347109234524e-14,1.5002462637569275e-12,0
MT-ND5,1.4018189,6.159348723096764e-15,7.223451591656942e-13,0
MALAT1,1.1834089,1.2700468014132159e-14,1.419954658873356e-12,0
PDCD4,1.7201641,3.676576495592558e-14,3.8657069667294665e-12,0
CLDN3,1.8081653,4.0142157390301084e-14,4.194417760212114e-12,0
TSPAN13,1.5123475,4.2257045042750446e-14,4.3945802356779725e-12,0
CRIP1,1.760143,5.6166231609677883e-14,5.691454907613915e-12,0
HES1,1.6329855,5.5689517153130264e-14,5.660248772221644e-12,0
DHRS2,4.4321446,2.598755767305448e-13,2.3494573366898123e-11,0
TBX3,2.3284018,1.878181798481212e-13,1.7259204302152967e-11,0
NME3,1.578444,1.4595120046636617e-13,1.3867844801253223e-11,0
SPDEF,1.8850867,1.617007617142259e-13,1.5149735331443717e-11,0
ZG16B,2.0840826,3.3398747464274257e-13,2.9635645203683145e-11,0
EVA1B,2.361235,7.334336955300965e-13,6.1964986352078e-11,0
MINOS1,1.2497966,3.9077862822980444e-13,3.4133088462124665e-11,0
CLDN7,1.5942712,7.751957796152477e-13,6.532874784943473e-11,0
CRABP2,1.4718469,5.05749705552307e-13,4.316374268175554e-11,0
STARD10,1.6709319,9.069090329656943e-13,7.529365315520385e-11,0
ARL6IP1,1.3739647,1.6373433535779811e-12,1.313830943118638e-10,0
MZT2B,1.05679,1.921120095807915e-12,1.526926282784201e-10,0
COPS9,1.2779326,5.425864946293569e-12,4.0532057052033994e-10,0
ESR1,1.9059693,8.526165143826467e-12,6.270130078258216e-10,0
TCEAL3,1.8567239,1.736683152774894e-11,1.2160770277081987e-09,0
RARRES3,1.6274239,1.4382484843318109e-11,1.0220400934951964e-09,0
NDUFC2,1.2332044,1.4706825961542137e-11,1.0428787517464796e-09,0
ZNF703,1.9608215,2.2971501201870168e-11,1.5886332408493345e-09,0
CYB5A,1.1768894,1.3517424115099747e-11,9.64655153711831e-10,0
FOXA1,1.7093234,8.021176429686164e-11,5.0100238105792116e-09,0
MSI2,1.7650138,1.056735222080876e-10,6.491567048317704e-09,0
NDUFA13,1.1550459,8.842290256023622e-11,5.471942019876167e-09,0
TTC39A,2.4237204,1.452165527819314e-10,8.776051165511282e-09,0
FABP3,6.0690575,1.8142375384396684e-10,1.0732158955344783e-08,0
IRX3,1.7942822,1.864195613503854e-10,1.1008272019812108e-08,0
KIF22,1.9080118,2.0476847642558614e-10,1.1965399769670008e-08,0
MLPH,1.8381647,1.8905548795459773e-10,1.1144306013154945e-08,0
TOB1,1.4841676,2.4115057961508307e-10,1.3897648781562717e-08,0
KNOP1,1.6686181,2.7139567103776245e-10,1.5376490206549982e-08,0
GLUL,1.1481073,1.9535101868044292e-10,1.1475076212890954e-08,0
MORF4L2,1.1689461,2.889690696794262e-10,1.6262267728385293e-08,0
MARCKSL1,1.014987,2.4955940321295833e-10,1.4308499048146728e-08,0
SNHG8,1.14493,3.5094359659795564e-10,1.945619698097856e-08,0
RHOB,1.2282797,3.8539742648416156e-10,2.1225968935476624e-08,0
SHISA2,3.7348084,8.883621137001443e-10,4.549092161162831e-08,0
PBX1,1.3378849,6.648706028162126e-10,3.482802749588297e-08,0
HSPA1A,1.1255839,5.875965231845551e-10,3.1184454088818296e-08,0
S100A13,1.0776452,6.609542781719648e-10,3.469337628194972e-08,0
WWP1,1.8941894,1.3323059977913331e-09,6.649832659511772e-08,0
TPD52,1.3704418,1.2856686074969885e-09,6.436210561799476e-08,0
CCNG2,2.0094576,1.6639898934133563e-09,8.183560852635981e-08,0
SCUBE2,2.3322535,1.8203593086111782e-09,8.900389441709552e-08,0
RERG,2.011734,1.7919208718170537e-09,8.799826934350775e-08,0
GALNT6,1.9487506,2.254637952639937e-09,1.0818714101501593e-07,0
TFAP2B,2.5247102,3.897775250619651e-09,1.7671034532873728e-07,0
DSP,1.1779968,2.9218458379273487e-09,1.3732465636448128e-07,0
STUB1,1.2408807,4.168152880278104e-09,1.8816152861023943e-07,0
SCOC,1.432924,6.666073982823431e-09,2.915081974679018e-07,0
FAM173A,1.5122604,7.607153756091421e-09,3.2753728386785924e-07,0
CAMK2N1,1.9032378,8.76825798912409e-09,3.7195502819727426e-07,0
AFF3,2.1624088,1.2845835431284873e-08,5.319286002478098e-07,0
FKBP4,1.2038232,1.3841728124008644e-08,5.703506179451768e-07,0
C19orf70,1.0096053,1.760668583911538e-08,7.115010237708059e-07,0
TACSTD2,1.0089331,1.3591913471387453e-08,5.607458422433045e-07,0
TMEM141,1.1866633,2.6068370089228576e-08,1.0274491200503123e-06,0
MAOB,2.810994,3.376154859551749e-08,1.3001103346064892e-06,0
HACD3,1.2140479,3.002514532069394e-08,1.1696555159133513e-06,0
SLC40A1,1.8584707,3.5012777317588944e-08,1.3421297874391438e-06,0
GATA3-AS1,1.8423115,3.784554477629459e-08,1.4365192724481405e-06,0
MESP1,2.5896928,4.6195933619250476e-08,1.719709000580777e-06,0
SNHG19,1.4872655,4.171877521177404e-08,1.57047075126612e-06,0
TMBIM4,1.0558312,4.206743490354752e-08,1.5782816936240352e-06,0
CSAD,1.8396801,5.611914309321026e-08,2.0393198033470913e-06,0
AR,1.5841655,6.512005239631616e-08,2.331047681349883e-06,0
CCND1,1.1347353,6.030347989718074e-08,2.1795679086544603e-06,0
KRT7,1.1218139,5.859111136532826e-08,2.122251043525351e-06,0
TFF1,2.3030539,8.119330504981066e-08,2.848645025811401e-06,0
PVALB,4.3269362,1.0427602747189205e-07,3.5522631127537876e-06,0
ABHD11,1.7869266,9.818685578401151e-08,3.367367412936125e-06,0
HEBP1,1.4724275,1.0431946471668945e-07,3.5522631127537876e-06,0
GFRA1,2.1715407,1.0897037634529343e-07,3.7031158996935026e-06,0
TCEAL1,1.8154265,1.1428152218079567e-07,3.8640287655907934e-06,0
NDP,4.909892,1.3571693199399537e-07,4.498104363646837e-06,0
GPR160,1.6605896,1.2314008142758134e-07,4.14266947960131e-06,0
TSPAN5,1.9580569,1.2734783961228365e-07,4.254356462585265e-06,0
ERBB3,1.2960578,1.282173679707615e-07,4.279143023987375e-06,0
HSPA1B,1.1240059,1.1967876371809096e-07,4.038375667875743e-06,0
NFIA,1.3812813,1.798184710696979e-07,5.799318594373786e-06,0
H1F0,1.2787695,1.7976013834481545e-07,5.799318594373786e-06,0
TSPAN6,1.9388453,2.0577261477404904e-07,6.530404125825288e-06,0
IER3,1.0510653,1.750302516536784e-07,5.677649584831747e-06,0
MAL2,1.0104421,1.876191232537877e-07,6.029278149896738e-06,0
PEG10,2.5700433,2.5624009262548686e-07,7.950554067300143e-06,0
BEX4,1.408101,2.533952677600311e-07,7.876858828488602e-06,0
TP53TG1,1.4880973,2.629777052692102e-07,8.137025103721936e-06,0
CRIP2,1.0983968,2.886104473730314e-07,8.889148774415838e-06,0
CREB3L4,1.4130011,3.536279105053717e-07,1.070490410312335e-05,0
C4orf48,1.2224808,4.07352744980985e-07,1.2155710337550905e-05,0
NUDT16L1,1.4431683,4.4780278468791777e-07,1.3175222106331096e-05,0
SEC14L2,2.6496794,5.56094296858248e-07,1.602986692370434e-05,0
SLC2A10,2.2539623,5.777358264964144e-07,1.6551259294550618e-05,0
GADD45G,1.7110156,6.035516591020934e-07,1.7112194588286824e-05,0
MRPL23,1.2733128,5.728736586635473e-07,1.6479207019926276e-05,0
CYHR1,1.3217565,5.970341783738975e-07,1.698893228921636e-05,0
ASPH,1.1303844,5.811050716451765e-07,1.6616236323999034e-05,0
KCNK6,1.6443813,6.817201931400709e-07,1.9022942594102426e-05,0
UGDH,1.4273653,6.599833551003989e-07,1.8524269216253122e-05,0
TNNT1,1.7723457,7.858746270102315e-07,2.1641232236904907e-05,0
C16orf89,4.1484537,1.005289594379562e-06,2.6996331693422647e-05,0
MYB,1.953026,1.0495302467053911e-06,2.804963665716775e-05,0
CYB5R1,1.5948979,1.0277400768874157e-06,2.755509985522047e-05,0
DEGS2,1.4101535,9.871182852398789e-07,2.6529594875986198e-05,0
CHCHD5,1.2010428,1.0483155363562165e-06,2.8039514676972773e-05,0
THSD4,1.5766331,1.1792620818933255e-06,3.1169132772879455e-05,0
GADD45B,1.0000815,1.0884378848472142e-06,2.892812606629193e-05,0
SGK3,1.8004321,1.3189025524677114e-06,3.442592257768055e-05,0
NUPR2,1.9683992,1.4226849298811684e-06,3.681965681569774e-05,0
PLIN5,2.9134023,1.5189364981552542e-06,3.8950037526472e-05,0
NDUFA7,2.0286772,1.4715532501046516e-06,3.7908884456036964e-05,0
SNRNP25,1.2162732,1.6982842510453578e-06,4.315314550326693e-05,0
BCKDK,1.4249712,1.932900175291442e-06,4.844506188937119e-05,0
MCRIP2,1.3199844,2.045751842570402e-06,5.105398999379008e-05,0
ELOVL5,1.1328592,2.0113286795514105e-06,5.026972819734267e-05,0
RMND1,1.9048818,2.352669849281137e-06,5.8022720157896046e-05,0
MB,1.7913909,2.4401425583847983e-06,6.000353486127898e-05,0
IL6ST,1.0401334,2.3412485786095473e-06,5.782608142499472e-05,0
ERBB4,2.2965946,2.8260770837270523e-06,6.824294561935858e-05,0
RBM47,1.1879512,2.673044688514728e-06,6.506283882254897e-05,0
CHPT1,1.2248718,2.7003273205312644e-06,6.558412647207759e-05,0
SERINC2,1.1568483,2.7685787608786168e-06,6.70475813852922e-05,0
BCAM,1.3088522,3.0372584534056768e-06,7.266240070305265e-05,0
TMC4,1.6958374,3.2715273310053262e-06,7.749314845285992e-05,0
WEE1,1.5840031,3.3141870245412463e-06,7.835055551907076e-05,0
CYP4X1,2.4712923,3.4604517820531136e-06,8.116574351177866e-05,0
SNCG,1.8942851,3.370262052165981e-06,7.938339851945166e-05,0
PSENEN,1.1188542,3.219274692842283e-06,7.652565022864849e-05,0
SEPHS2,1.2190844,3.314732365807859e-06,7.835055551907076e-05,0
SNHG9,1.3415284,3.7281664645676506e-06,8.695857537417494e-05,0
CCDC74A,1.9690298,4.123975859119615e-06,9.513223816418913e-05,0
GAMT,1.4098521,4.376541617397135e-06,0.00010006379167628992,0
EGR1,1.006301,4.102994760548053e-06,9.495710887293292e-05,0
C19orf33,1.7144709,4.6037540343175795e-06,0.00010475882908076386,0
EVL,1.0414484,4.335885895836684e-06,9.940529653606168e-05,0
FSIP1,2.0736585,5.695025271201328e-06,0.00012683721289599188,0
SCCPDH,1.144043,5.3961488983416025e-06,0.00012066148679951712,0
TMC5,1.7077897,6.6354241436625035e-06,0.0001453682307005774,0
MUC1,1.131215,6.299818616291126e-06,0.00013864974816864875,0
BNIPL,2.3669777,7.68632255644061e-06,0.00016536686649491628,0
NME4,1.0410448,7.111679692464757e-06,0.0001543901932459291,0
INPP4B,1.9078832,8.266924841948906e-06,0.00017616976307534824,0
BSPRY,1.616339,8.29110783756866e-06,0.00017656637966977169,0
DNALI1,1.8939255,8.962793107766942e-06,0.00018966627358208896,0
CYP4Z1,3.2759542,9.891924973868157e-06,0.00020671966077788901,0
HAGH,1.1818758,9.123411691933044e-06,0.00019245808274158884,0
SLC44A1,1.192283,1.0926425241967537e-05,0.0002252074400427402,0
RND1,2.0738862,1.1536663612399198e-05,0.00023652275930530653,0
PLEKHF2,1.3135644,1.1662422973024294e-05,0.00023866340996840014,0
PRR34-AS1,1.6953603,1.2301339866238615e-05,0.0002499086859197513,0
SLC12A2,1.4429282,1.260450981267598e-05,0.00025391463280898804,0
NECTIN2,1.1489398,1.2829825250968973e-05,0.00025814347255114,0
AC245297.3,1.591006,1.3452176681892977e-05,0.00026937281079843125,0
CST6,2.1568255,1.3769736901109643e-05,0.0002747476177276136,0
CXorf40A,2.3536289,1.539834553440215e-05,0.0003029184208618079,0
WDR61,1.1579833,1.4781427015936824e-05,0.0002928433807097088,0
CA12,1.1738883,1.4669838124277437e-05,0.0002908043974742255,0
NQO1,1.134919,1.4956537397577942e-05,0.0002954400593946771,0
MYO6,1.0219084,1.5129772475158851e-05,0.0002981596348938326,0
PGR,2.14632,1.6515953012195994e-05,0.0003215099129321334,0
CXXC5,1.1524277,1.6774622037260502e-05,0.00032597775072523434,0
REEP6,1.6230966,1.7943264656412905e-05,0.00034548509749755753,0
AKR7A3,2.1832051,1.9572498515575027e-05,0.0003723659516227464,0
SHROOM3,1.5869434,1.9253969469491905e-05,0.0003672083079417817,0
SLC39A6,1.0058223,1.8027264920447967e-05,0.0003467044109499686,0
SCGB2A1,3.0738778,2.049313617044141e-05,0.00038791522166092574,0
C9orf116,2.3448684,2.1412469203874224e-05,0.00040257602554212183,0
RAMP1,2.0328662,2.150764675738424e-05,0.000404138924307801,0
PGRMC2,1.1301799,2.098219174944454e-05,0.00039613123018194586,0
TIMM10,1.0076491,2.0860110981503772e-05,0.0003943082164258121,0
FAM84B,1.334604,2.2154992506457556e-05,0.00041490820974823724,0
C3orf14,1.1027958,2.2474403223795853e-05,0.00042039879155304457,0
ISOC1,1.4877687,2.3618593229226643e-05,0.0004384013478148815,0
ANXA9,2.4199271,2.669441071637114e-05,0.0004889990332265453,0
SULT1A1,1.9212911,2.6441546693277463e-05,0.0004848966198136793,0
GP2,3.4382238,2.74061792833359e-05,0.0005006702937594605,0
KIAA1324,1.2902684,2.9221236577615893e-05,0.0005295026991084898,0
PRLR,1.2335101,2.9656431212712942e-05,0.0005362298432914312,0
BHLHE40,1.1391791,2.9983454353756943e-05,0.0005412675147897533,0
COQ7,1.401775,3.2284442045913875e-05,0.0005779892136950018,0
PLPP5,1.0837498,3.19822551752344e-05,0.0005730324897609706,0
RAB11FIP1,1.0902903,3.6505382655709816e-05,0.000645454422591019,0
TPSB2,4.318616,4.012593650314194e-05,0.0007018874232764372,0
SNHG25,1.3767366,3.844812256824213e-05,0.0006744709618522015,0
FLNB,1.0893146,3.752865054589471e-05,0.0006600673665232588,0
AFMID,1.6718144,3.974261900443948e-05,0.0006957240000145641,0
PGGHG,1.6360208,4.146918062079054e-05,0.0007206827912963396,0
TFAP2A,1.0060636,4.083355306195389e-05,0.0007122195544726964,0
MAPT,1.6437087,4.532921278992972e-05,0.0007809787710598791,0
ARFIP2,1.2779796,4.608999558768834e-05,0.0007927715600034126,0
VSTM2A,3.8600125,5.5162097486932086e-05,0.0009269498556158262,0
AAMDC,1.2245519,5.3102245149049336e-05,0.0008959267628492273,0
DSCAM-AS1,3.7637162,5.7372609953715105e-05,0.0009588115149265363,0
MMEL1,2.1578863,5.5935143831438756e-05,0.0009385295944223549,0
TPSAB1,4.3665366,5.761122733152394e-05,0.0009623198087284086,0
FAM174A,1.3690006,5.5327789134284543e-05,0.0009288034911676867,0
KDM4B,1.2115469,6.366721854840611e-05,0.001052989239315626,0
AC093001.1,2.175945,6.772437054320604e-05,0.001113483155282871,0
AL451165.2,1.7096665,7.208898938892562e-05,0.0011726172614422669,0
POLR3K,1.0854732,7.075070274823674e-05,0.001156456784053903,0
NSMCE1,1.0459905,7.508307223806125e-05,0.0012154253503556043,0
CRACR2B,1.1158996,7.541515514434625e-05,0.001219914499474046,0
TSPAN15,1.1431116,8.826492105182103e-05,0.0014010855262655605,0
THUMPD1,1.0790559,8.808663346022175e-05,0.0013989175061028872,0
LYPD6B,1.8569306,9.170392574384699e-05,0.0014501845230430795,0
ANO1,2.3772573,9.456096579233273e-05,0.0014897460561956938,0
MFSD3,1.5287013,9.836927974393556e-05,0.001542498369280665,0
ITPRIPL2,1.3333595,0.00011560827991611756,0.0017746532341723108,0
RABEP1,1.085796,0.00011523221134022975,0.0017705009622366679,0
PPM1A,1.2198685,0.0001180650994817197,0.001805002487748707,0
DIO1,3.7303324,0.0001271786239899296,0.0019188925898543541,0
PLA2G12A,1.483186,0.00013689965515619324,0.0020462349971452215,0
FAM110A,1.336643,0.00013991175803278378,0.0020884647424021362,0
LINC00623,1.3651917,0.0001416748417538274,0.002111962607673389,0
PON3,3.5858624,0.00015295502857769227,0.0022590332952551195,0
ROGDI,1.277254,0.0001515050374025757,0.0022386037266607013,0
TP53INP1,1.2879089,0.0001541796004764623,0.0022732461150975396,0
GDF15,2.0174863,0.00015708776235151886,0.0023109125601018833,0
RHPN1,1.5534549,0.00015738340013519931,0.0023142466567008853,0
SPAG1,2.1510754,0.00016038983457419395,0.002352267355248377,0
PRR15L,1.6561872,0.00016385750420763628,0.002395790997658382,0
TTC36,1.8237514,0.00016603187509031653,0.0024244123301716616,0
ACADSB,1.9578882,0.00017268427472741848,0.0025095334742774454,0
MINCR,1.6683742,0.00017181757156857396,0.0024991037155167126,0
AC008771.1,1.236503,0.00017627187479971084,0.002555028069428307,0
SPIN1,1.2064098,0.0001783939823981172,0.002581325523561367,0
LINC02482,2.28803,0.00018360033733405348,0.0026407113698634164,0
KIF12,2.1269152,0.0001859601508790205,0.002668930004549947,0
TMEM150C,1.8455842,0.00018760373227495953,0.0026882961160033477,0
ZBTB18,1.7673048,0.00018968828004004107,0.0027143065703169873,0
MIR200CHG,1.8274236,0.00019114130623593007,0.002729276522971192,0
SLC44A4,1.684909,0.0001913615135048078,0.0027312580955169185,0
SPINT1-AS1,1.0269992,0.00018844607393063247,0.002697682358389818,0
CAP2,1.9295337,0.00020649238410804077,0.0029223464368640486,0
ZNF281,1.1502479,0.00021132294485867796,0.002979395919926405,0
CFB,2.3380578,0.00022737524296849982,0.003173696639370142,0
BIK,1.2702338,0.00022666246509779747,0.003167702392435511,0
CHAD,4.344876,0.0002472339973266782,0.003412541359808277,0
ECI1,1.0162948,0.000247532800575093,0.0034152602484941153,0
AIG1,1.0357819,0.00025594074549047357,0.003515359764330866,0
SELENBP1,1.1802771,0.00026747357329972486,0.0036468825699374273,0
AKAP1,1.2522053,0.00026968439874671286,0.003672547469899917,0
CDS1,1.3984517,0.0002713939956882401,0.0036913325261067565,0
C16orf45,1.9866339,0.00027979045689785427,0.003790166282233817,0
BPIFB1,4.8256364,0.00029401789331616983,0.003954151627793766,0
SPR,1.2848599,0.00028477988321913404,0.0038515330899407158,0
SYNJ2BP,1.3585281,0.00028916222364605717,0.003898227549562863,0
HRASLS2,2.1677577,0.0002987293126924924,0.004007871950807555,0
LRG1,2.2184556,0.0003048684687166068,0.004085334921783344,0
C17orf58,1.3537226,0.00031225308473391706,0.004169299647715093,0
AMFR,1.3843113,0.00032186476926159837,0.004289100606199155,0
AREG,1.2686887,0.00032622309898358066,0.004335122410066672,0
PXMP2,1.2882261,0.00034044986867881794,0.00449037713148102,0
FAM25A,6.149639,0.00035526363443509894,0.004661931753751038,0
IQCK,1.7277002,0.00034702607211717135,0.004569925985426794,0
DNAJC12,1.4760555,0.00034559512496936523,0.004556448933410959,0
LINC00504,2.1660068,0.0003528319363316957,0.004635462583823503,0
AC008268.1,3.022166,0.000373399441345377,0.004859988615508455,0
BAMBI,1.1053635,0.0003784374123000915,0.0049198330410687476,0
CAPN8,1.8189659,0.00039107347147719,0.005058617549871357,0
BECN1,1.0113016,0.0003919945549842589,0.0050685772431484305,0
VTCN1,1.4308317,0.0004023162227396268,0.005182061607876276,0
AL121944.1,1.5084542,0.0004099658691038015,0.005272494331139035,0
GREB1,1.864237,0.0004201866055291029,0.005379190433607496,0
ZBED5-AS1,1.3389347,0.0004216129493277187,0.005391277138162795,0
FBXO2,1.7799901,0.0004316145809880263,0.005493342369551811,0
LIPE-AS1,1.7709913,0.0004325775242645739,0.005502117080530175,0
CGN,2.2018297,0.0004569181510393823,0.005776664796084402,0
RAB17,1.428201,0.00046547442537400534,0.005872360977233774,0
CAPS,1.6809585,0.00047414928709696707,0.005960319792437704,0
IFT43,1.1566967,0.0004702231671309129,0.005920328546823555,0
HILPDA,1.0419041,0.00046587317385800346,0.005874380497883945,0
IFT22,1.1611543,0.00048031542180327946,0.006022526939328522,0
ARSD,1.1484194,0.0005000362811423265,0.006241800113805275,0
KIF9,1.1991751,0.0005070684228939823,0.006320171673090694,0
PLXNB1,1.7105017,0.0005148319135259914,0.006405036057705963,0
SERTAD3,1.0917709,0.0005156913875943279,0.006408597566247259,0
PHYHD1,1.5359784,0.0005575729754769207,0.006855408786829691,0
PRSS8,1.0606346,0.0005535737786984042,0.006811231882363601,0
CETN3,1.5046555,0.0005705818862451824,0.0069871803747899456,0
PDZK1,2.925191,0.000597342974879337,0.007264496272816477,0
FAM110B,1.6262932,0.0005876279901145001,0.00715932815707608,0
MYCBP,1.4101194,0.0006184218444770435,0.0074828596989915275,0
C16orf91,1.1406419,0.0006261306301749716,0.007557051985138079,0
ZNF688,1.320103,0.000648806326520161,0.0077928546909360715,0
EBF4,2.5663164,0.000671945374395714,0.008029112861634003,0
CPEB4,1.0135754,0.0006594702917846074,0.007902569866647917,0
CPEB2,1.6732861,0.0006956601950342446,0.008277097765747995,0
NFATC4,1.7243193,0.0007188665861061583,0.00851094393384633,0
METRN,1.0780576,0.0007125207297333185,0.008450727650631271,0
DDAH1,1.506492,0.000751672339619173,0.008864923327414445,0
TRIQK,1.4622176,0.0007562212045658257,0.008906044740990998,0
ATAD3C,2.4416666,0.0007885602633600885,0.009215714213714539,0
LURAP1L,1.0929737,0.0007658220596910882,0.009003307993024463,0
MPP7,2.3674278,0.0008051915464598091,0.009377406131877937,0
SCNN1A,1.6828406,0.0008149432621766365,0.009474527541305568,0
NME5,2.9699888,0.0008427289892141853,0.009760349802221336,0
NT5DC1,1.3390073,0.0008570526994729151,0.009895492114637193,0
KIAA0040,1.0257995,0.0008485951951611285,0.009810661298605044,0
ACOT4,1.9376433,0.0008772710341972901,0.010104583708108279,0
CMBL,1.316904,0.000883212073921732,0.010166031630545235,0
NEBL,1.1919862,0.00089714314469892,0.010312226941859657,0
ABAT,2.0780108,0.000959426014214707,0.010923322451722839,0
NEK10,2.6395452,0.0009700597062487232,0.01103315449551998,0
ELOVL2,2.2089524,0.001007046086563289,0.01140914463251055,0
AC104825.1,2.5185018,0.0010330463233314009,0.011658615992886446,0
MSX2,2.7637384,0.0010453185324685015,0.011769395400310845,0
DACH1,2.087586,0.0010350895324323286,0.011677745713862339,0
P4HTM,1.2808414,0.001036496490641275,0.011689686883859787,0
CST9L,5.1025014,0.0010718224482989594,0.012011358749881523,0
NTN4,1.5254399,0.0010663892545166133,0.011962462202589206,0
CBR4,1.2470957,0.0010831088098262164,0.012117595927411984,0
MRPS30-DT,1.1831628,0.00108763768629445,0.012156099845385586,0
PATJ,1.1865547,0.0011190608549413142,0.0124567179685947,0
RSPH1,2.673505,0.0011621261674755225,0.01287706434862785,0
PNPLA4,1.0735471,0.001194548010269483,0.013171050234204054,0
CELSR1,1.4938816,0.001281381959790573,0.013980698349888143,0
NPY1R,1.6270131,0.0013226689548380152,0.014371117400136661,0
MPV17L,1.8296306,0.0013523678594377529,0.014636905573863076,0
SLC7A8,1.3250232,0.0013798529539591096,0.014886345425777579,0
TCIM,1.2559555,0.001455408113988124,0.015621069936408213,0
TMEM101,1.0868627,0.001454567878561735,0.01561704904444275,0
RGL2,1.0715884,0.0015246991357844514,0.01624005516460663,0
FAM234B,2.2041383,0.0015638580634944465,0.01659391436496907,0
NPNT,1.5352095,0.0015617515000845594,0.016582053518308392,0
SEC22C,1.1112394,0.0015983903047423966,0.01691217956194471,0
CNFN,1.2032601,0.001622532570021936,0.017135203627837544,0
BCKDHB,1.5896038,0.001668240900205182,0.017584685114324955,0
MAP3K1,1.0120775,0.0017411217374004918,0.01826680143701905,0
MKL2,1.3001707,0.0017751460296443978,0.018577277060936894,0
KLHDC7A,3.8378613,0.0018706720563500226,0.019413431758055724,0
SERPINA5,1.9262568,0.0018550845716156794,0.01929345476482527,0
RABEP2,1.272493,0.001921889825772563,0.019865081043312947,0
C5orf30,1.4826717,0.001932965379023829,0.01996722875818856,0
PEG3,2.0346313,0.001958657347359376,0.02020772872586307,0
DYNLRB2,2.8410246,0.0019895353940453334,0.020482199708924044,0
RNF14,1.1714232,0.002064942927458505,0.02112881352345507,0
STAU2,1.2204316,0.0021005519907867335,0.02142780240966479,0
STAP2,1.0769126,0.0021336200332662766,0.02172548559070558,0
ZSCAN18,1.3270702,0.0021951085777464677,0.022196604403435113,0
CCDC24,1.7198983,0.002256418016731487,0.02271881562443517,0
CASP6,1.267948,0.002292058380277937,0.0229760699739696,0
KRT15,1.1150615,0.002307487595674389,0.023096222454943204,0
TMPRSS3,1.7196612,0.0023777192803234293,0.023693132020596596,0
ZNF664,1.1115798,0.002364206221635058,0.023579494760589202,0
IL17RB,2.2004263,0.002458462459040181,0.024360956249122614,0
CXorf40B,1.2440479,0.0024354033099495283,0.024188884340840135,0
TEKT5,2.507036,0.002526678835512084,0.02492568671232671,0
