gene,logFC,pvals,adj_pvals,cluster
TNFAIP6,1.9065762,0.0004719154176429055,0.004837664538699561,6
ARHGEF17,3.6297505,0.0004996177922000118,0.00506121424590172,6
DSEL,3.5495517,0.0005015637981575234,0.005077860354362055,6
PDGFC,3.3413694,0.0005020999435756642,0.005078689447367718,6
FUT11,2.7290053,0.0005005330621955271,0.00506895514465585,6
TFPI,2.2235293,0.0004914193108682488,0.004999300911686968,6
SELENOP,1.4201012,0.0004901828273738946,0.004988234894705036,6
PKD1,2.378165,0.0005167616129358514,0.005210834208565351,6
HIC1,5.514298,0.0005322436764857842,0.005336916338717396,6
DIP2C,2.9013295,0.0005309754400832764,0.005328978825802865,6
ISCU,1.0367337,0.0005168732420588808,0.005210834208565351,6
GLG1,1.4331445,0.00053003853564397,0.0053227612347408375,6
TGFBI,1.9261857,0.0005334378431401471,0.005347291899809824,6
FHL3,2.257405,0.0005486029427044905,0.0054763962206105105,6
CTSL,1.242239,0.0005151346899275207,0.005199558421564542,6
MICAL2,2.559452,0.0005675684314131091,0.0056438816359404365,6
AFF4,1.1407529,0.0005560169307728526,0.005543806145972725,6
MAP4K5,1.8708221,0.0005776614628632686,0.005737442441781727,6
C11orf24,1.9910651,0.0005812443606131151,0.005767904467255767,6
PDIA4,1.1020344,0.000563462567582629,0.005609705544460956,6
CAMSAP2,2.3141096,0.0005988189229403337,0.005921281100926218,6
SVIL,1.7196736,0.0005957574766011558,0.005894484224979164,6
RECQL,2.0315957,0.0006006573275153262,0.005932463905238974,6
INAFM1,1.9947749,0.0005997666458256178,0.005927157651042146,6
MAP4,1.441518,0.0005964443391960181,0.005899539835144099,6
FKBP7,3.0749743,0.0006227408861892889,0.006127119995211188,6
SHC1,1.5630451,0.0006487017381282853,0.006356443178077949,6
PJA2,1.4748005,0.0006582697443296105,0.006440789234118864,6
ST5,2.6226857,0.0006796315579463647,0.006616987542838611,6
RUNX1,1.3252088,0.0006683633721327174,0.006520528174724686,6
BDH2,2.186822,0.0007041994694551617,0.006830409024001035,6
PLEKHH2,3.3785114,0.000728670156936892,0.007021064560132231,6
SGIP1,5.8553324,0.0007364212015994641,0.007077450866145452,6
CHRDL1,5.34624,0.0007361380610614972,0.007077450866145452,6
FGFR1,1.5366287,0.0007146637379383922,0.006910400618863074,6
GEM,2.2598426,0.0007203838465588151,0.006951206731136138,6
ATM,1.7689482,0.0007281158442137117,0.007017739520336811,6
SH3D19,3.11632,0.0007553843771721103,0.007243095310099986,6
HOXC6,3.6493163,0.0007726092643515058,0.007382930864847253,6
SYNE1,2.3968608,0.0007673637231274403,0.007345361483281243,6
DSE,1.8228703,0.000766126762805406,0.007337033447048812,6
BAG2,2.6022875,0.0007938528926353199,0.007566530227871913,6
CNTN1,6.490671,0.0008231871467262808,0.00781503540570229,6
LIX1L,2.3743706,0.0008095282929699381,0.0076962552365376115,6
GREM1,6.3138165,0.0008516442390994359,0.008044212735464427,6
TWIST1,5.7572036,0.0008536889022549959,0.008058986622722999,6
C1RL,2.395906,0.0008498349278297054,0.008031646467832108,6
TCF7L2,1.9248154,0.0008556426117762939,0.008075157242990622,6
CHD3,1.8804424,0.0008577500341829684,0.008088218694554665,6
HOXC8,2.7024753,0.0008670183636007323,0.008168725543127012,6
DIO2,5.275149,0.00088436177549142,0.008301813129515175,6
P3H1,2.9548695,0.0008912174147711024,0.008354478286427486,6
ACVRL1,3.386248,0.0008908055502939898,0.008352951904503973,6
PLAUR,1.3019632,0.0008569998176197882,0.008083702818161013,6
FAM198B,2.2471528,0.0008975593803251685,0.008411578422879708,6
SMIM3,2.2696123,0.000900519989381849,0.008436966749680615,6
ARHGAP21,2.1127045,0.0009035517971701582,0.00846300777126062,6
CSF1,2.4062307,0.0009153732263095861,0.008552276872420047,6
FAT1,2.2244675,0.0009282300012491183,0.008648267353304631,6
ANK2,5.106678,0.0009544292612371815,0.008867731814724738,6
PCDH18,5.7139153,0.000957722289681126,0.008893400697174599,6
SLC39A13,2.1749718,0.0009580220639358557,0.008893722127448806,6
FBLIM1,2.201249,0.0009600371366083176,0.008909962811007078,6
RNF144A,3.9254305,0.0009837162201681692,0.009102020893975328,6
SGCE,1.882303,0.0009695011477948216,0.008985365570098401,6
ARHGEF40,2.9718251,0.000986667563758004,0.009124490440573037,6
RASSF8-AS1,3.4661548,0.0009976258226918183,0.009207861232500352,6
WIPF1,1.5508224,0.0009734721037384632,0.009012207516282582,6
PEAK1,2.823476,0.0010127203432250128,0.009321529372148779,6
MBNL1,1.206983,0.0009949825051478569,0.009188520981598091,6
KIRREL1,7.134332,0.0010432742929929477,0.009555560639343654,6
RIN2,1.9457349,0.0010380605855587486,0.009521196190137811,6
TNKS1BP1,1.82204,0.0010447692306376876,0.009565341007282015,6
LRRC32,3.281079,0.0010628131639250642,0.009710655497469512,6
SNAI2,2.5797095,0.0010743314857020348,0.009805211527056311,6
EDNRA,4.192446,0.0011156933897174073,0.010144069391301587,6
PTTG1IP,1.1159137,0.0011069071979907825,0.01007510836575545,6
PDZRN3,4.0213065,0.001165631038899734,0.010538121475939617,6
GBP2,1.424308,0.0011613676966760807,0.010508074970113954,6
ZNF521,3.0476444,0.0012366620688785705,0.01107580305801232,6
GINM1,1.2473998,0.0012103158755523878,0.010871774178334933,6
VAT1,1.8065294,0.0012456548843169423,0.01114741474783206,6
DACT1,6.3392835,0.0012765935380014046,0.0113920079892369,6
LIMS2,3.5750113,0.0012762091746371226,0.0113920079892369,6
CEMIP,7.143815,0.0012873763090208146,0.011477907703579782,6
CCNL2,1.6869574,0.0012625879290463482,0.011280890177981772,6
DCHS1,3.6099916,0.001289366435586304,0.011492596230667078,6
TGFB3,3.3730285,0.0013017210124544138,0.011590396729156755,6
NPTN,1.6984917,0.001312720835286783,0.011669750738498274,6
TCF12,1.7227852,0.0013141100156784612,0.011675911002879806,6
PLPP1,1.954551,0.0013416915560310939,0.011877404411107639,6
CTSZ,1.1158949,0.0013044944062200702,0.011609617446527621,6
GLS,1.6945275,0.0013654167680109558,0.012055131301883513,6
FOXP1,1.1276691,0.0013547555194991115,0.01197992482982328,6
MPRIP,1.9644457,0.0013849364537451133,0.012195367181692004,6
FSTL3,2.54556,0.001394695958578232,0.01226815666186226,6
UCHL1,3.5420234,0.0014011059590017143,0.012308668143236381,6
DTWD1,1.5766195,0.0013969431034807445,0.01228174800362979,6
IGFBP3,2.1842222,0.0014211174719683682,0.012464880001906653,6
GPSM1,4.295527,0.0014468798971659037,0.012674274910117937,6
SNHG18,2.8763094,0.0014474661513020257,0.012676099786115207,6
PTPN14,2.3011444,0.001447881303477593,0.012676425685184532,6
GRP,5.090276,0.0014779037562963316,0.012912313073700249,6
SEPTIN11,4.0861626,0.001476380780999289,0.01290236784145314,6
ADGRA2,4.3854465,0.0014823516442890282,0.012941061036204658,6
HSPA5,1.0344869,0.001456244396837724,0.012742993298808791,6
ROR2,3.4858184,0.0015073305712313006,0.013128375665974825,6
RAB23,2.9096398,0.001504794168548795,0.013116502392748215,6
LHFPL2,1.8723675,0.0014877032186620103,0.012984401159808088,6
GOLGA2,1.290625,0.0015515955511251653,0.013485894371673792,6
ADAMTS5,4.7525787,0.001595492779932922,0.013813656926684221,6
SNED1,4.238157,0.001597198377366447,0.013821370169052632,6
DCLK1,2.5678508,0.0016294026891018575,0.014074631881319959,6
CCN1,5.608024,0.0016547933398602525,0.014271901108833305,6
SPSB1,1.9599223,0.00167737320076428,0.014436944964545732,6
SLC7A6,2.7426682,0.0016955741459145648,0.014571163829905307,6
C1QTNF1,3.2202005,0.0017056810549576644,0.014639265164875901,6
TENM4,6.519761,0.0017353423391792853,0.014844457382915685,6
TMEM204,2.6087348,0.0017329276554354177,0.014831366800448928,6
DENND2B,5.3060355,0.0017756804385224817,0.01512010601383157,6
GNPTAB,1.551863,0.0017382504073300122,0.014861752972790195,6
MYOF,1.4704462,0.0017435319624751495,0.014899313516784455,6
ZYX,1.2572364,0.0017398508607133513,0.014871645698059764,6
SLC22A17,2.6001332,0.0018047110284023313,0.015342653094579892,6
PI16,8.164516,0.0018229470436772108,0.015459789327933586,6
CNRIP1,3.5149412,0.0018147053103379017,0.015397680448784104,6
NLRP1,2.7129855,0.001811399549056547,0.015385199360573726,6
ARFRP1,1.5547675,0.0018276077751263264,0.0154836555659288,6
SDF4,1.1839528,0.0018294590893186418,0.015495426089605193,6
KLF9,1.5960737,0.0018532538733160718,0.015673219406176088,6
SRPX2,4.4968615,0.0018942790047911536,0.015971848189969856,6
LMO7,2.09248,0.0019044643613000882,0.01604159697196541,6
F13A1,3.396573,0.0019467691032724378,0.016352762958392397,6
TLN2,2.8439267,0.0019486950247488714,0.01636484221960488,6
GADD45B,1.1454827,0.0019066046865726365,0.016051563200886746,6
AKT3,3.0538635,0.0019624233981545202,0.016463642620685535,6
DST,1.4894886,0.001964076125324762,0.01647032478079725,6
STON1,4.1856713,0.0020544193710635462,0.01712885168934828,6
MAP1LC3A,1.2787068,0.0020099452313523123,0.016824450462886924,6
ZC2HC1A,1.9818424,0.002050038028664562,0.017105213683021987,6
TAX1BP3,1.3828765,0.002055324248934804,0.017131617950676508,6
PLA2G5,27.303488,0.002165123753965417,0.01794425891567928,6
EBF1,4.2665505,0.002172880507063794,0.017990764030468207,6
MT1M,2.250974,0.002150213063679651,0.01782949230380202,6
CPXM2,4.467132,0.002205604064249419,0.018230203528582987,6
STMN3,2.083206,0.0022433354841305776,0.018496488562739357,6
PTGIS,5.7016582,0.002284774268354259,0.018801180994816043,6
SMARCA1,2.0261557,0.0022716286079640085,0.018706775138649843,6
DPYSL2,1.5403273,0.0022566518733735477,0.01859257196876005,6
ITGA5,1.9176587,0.0022856333930126828,0.018803637389020945,6
GFPT2,2.7851655,0.0023109365713876078,0.018955029626348284,6
CILP2,5.5779076,0.0023441070318577085,0.019185869681683603,6
CDK14,2.84208,0.0023410214412410407,0.01916529171605217,6
BOC,2.7579978,0.0023577796060642747,0.019278958012433407,6
PDGFD,5.474156,0.002429065749846712,0.01977987237572434,6
MYO1E,1.9640594,0.0023990016102557977,0.019563557746070926,6
NFATC4,2.2383103,0.002462131126102778,0.020017278049678008,6
FCGRT,1.0094986,0.0024288422293475167,0.01977987237572434,6
GLMP,1.8982766,0.002487517912471995,0.020206790579371078,6
MX2,1.9610435,0.00253311166692581,0.02051257808313824,6
PLXNC1,2.6304667,0.0025627237110351702,0.020697403320932013,6
TNFRSF1A,1.1657495,0.002529130051639586,0.020490229725131245,6
NXN,2.6441154,0.00257196596523433,0.020752059283118754,6
LAMP5,4.913955,0.0026110314131394152,0.021011661379104877,6
NUCB1,1.1896704,0.0025607469790038507,0.02068641965866285,6
SSC5D,3.9591348,0.002632248700262248,0.02113102515894921,6
NCKAP1,1.2449667,0.002598353806819621,0.02091967955701798,6
HNMT,1.3479573,0.0026020494525679522,0.020944406212762584,6
SFXN3,2.0189297,0.0026309135875568317,0.02113102515894921,6
GULP1,2.7209835,0.002656889353974156,0.021278587827518423,6
TCTN1,1.9650837,0.002661678278924856,0.021296600943086497,6
RFLNB,3.0572445,0.0027010486386694382,0.02157558285058624,6
RAB34,1.1802782,0.0026821629403044984,0.021440044609331074,6
FOXN3,1.7117252,0.0027699271733925826,0.02203655771412728,6
ZNF469,4.628886,0.0028184301481092577,0.02238084582767758,6
ADAMTS7,5.1064954,0.0028565692145753004,0.022645281972599893,6
AOPEP,5.921813,0.002900724772754532,0.022941101061768394,6
NORAD,1.0301065,0.0028325632999843956,0.02248154416582504,6
SUGCT,4.749323,0.002919765813891519,0.023069932900762175,6
CAV2,1.8644798,0.002895192966868951,0.022908154588759493,6
LINC01116,2.4932656,0.0029489134911423968,0.02326187850574015,6
LPAR1,3.3973649,0.0029758949774300616,0.02345265353336036,6
GPC1,2.1551466,0.003005125793396595,0.023638584483188365,6
GUCY1A1,2.1076114,0.0030141561311747733,0.023692948393656686,6
TSPAN3,1.2021886,0.0029894864108253416,0.023526598710814823,6
OLFML2A,4.0850754,0.0030643240504515837,0.024020052946225532,6
CDC42BPA,2.220407,0.003045741503307971,0.023924406501745352,6
FAM20A,3.3931992,0.003070957835998976,0.024060499130399822,6
BHMT2,6.3827896,0.003095569222389244,0.024242000300760593,6
SNTB2,1.7895243,0.003049175964695267,0.023935955758860747,6
TNXB,6.7003946,0.0031411350732613538,0.024507283436208203,6
ZNF503,2.069565,0.0031171199975046104,0.02435390678693271,6
SSH1,2.338684,0.00320172077839014,0.02488891922872516,6
CCDC28B,2.2177916,0.003201535792517778,0.02488891922872516,6
SYNDIG1,5.380973,0.0032657749640812254,0.025332413984793797,6
CHST15,2.0550942,0.0032877011461327965,0.02547303860994228,6
TENM3,5.255206,0.003343146654813424,0.025878717274197337,6
HAS2,5.347293,0.003365796909317704,0.02600115598633366,6
MGP,1.1222619,0.0032239033820545874,0.025042367609424018,6
KIFAP3,1.8130949,0.0033393276280236474,0.025861091658171593,6
ABCA9,5.437784,0.003418865585151095,0.026331152833881256,6
BCL9L,1.8932726,0.0033847373074918268,0.02611628112044706,6
ABL2,1.3712487,0.0033992337326295397,0.02621004566117871,6
GJB2,2.160273,0.0034277075862473466,0.026393191035427515,6
DZIP1,4.4104533,0.0035679755844902268,0.02732540800186826,6
C11orf96,2.8469844,0.0035847223370943098,0.027438423530004624,6
IL32,1.0395404,0.0034590634929541186,0.026616299292767626,6
CALCOCO1,1.891635,0.0036322639720011507,0.027757978100909228,6
STAT2,1.5574045,0.003619341181593099,0.027671830994258975,6
CYGB,6.148839,0.0036909831837760635,0.0281392913999461,6
EPAS1,1.9677544,0.0036514556510343667,0.027891932131938895,6
CASC15,3.1441166,0.00369744407334735,0.028155762761378114,6
HEPH,4.9949183,0.0037178726082534594,0.02826409001664308,6
TLE4,1.8488861,0.0037021794494299337,0.028183114142834635,6
METRNL,1.7796693,0.003748918192114017,0.02844208665046285,6
ABCA10,4.9968195,0.0038435570495710357,0.029074593369341928,6
MITF,2.3476841,0.0038926164502033726,0.029399290330166923,6
ADH1B,6.3047037,0.003939423079804472,0.029685955857048255,6
ITM2A,1.8090035,0.0039191863397076325,0.029560024515433707,6
MINDY2,1.4339365,0.003923527583198762,0.029579464748948004,6
ALDH1L2,3.8901715,0.004026006815279121,0.030250065992669578,6
C1QTNF3,4.213146,0.0041756865038803,0.031186083506267902,6
WDR81,2.980218,0.004158103047148653,0.031068597528271992,6
EXTL2,2.2801023,0.004156031948993354,0.031066964029682658,6
MME,3.4313126,0.004241824908517775,0.03156056993269625,6
ITSN1,2.001264,0.00421186505878782,0.031377121809181896,6
TRIO,1.6751258,0.004212208485806445,0.031377121809181896,6
SETBP1,2.5992656,0.004258910919544627,0.031662297491078156,6
PKIG,1.3669852,0.004204911560894835,0.03134850826049648,6
MACF1,1.1350656,0.004214157810032231,0.031382563744736025,6
TGFBR3,2.302899,0.004259273315635927,0.031662297491078156,6
PTPRD,5.012019,0.004300349105170416,0.03190400560418512,6
LATS2,2.3690102,0.00429060584811031,0.03185285762538023,6
GYPC,1.2707968,0.004209348813456969,0.03137461523381338,6
NAV1,1.8456202,0.00437775484635845,0.03237800998935143,6
RASAL2,1.8383344,0.004376802669588207,0.03237800998935143,6
ITM2C,1.577936,0.004332122059511289,0.03209712966601903,6
HAPLN3,1.8999186,0.004429848914676934,0.03266964873508774,6
CLEC2B,1.4604692,0.0043936551871013715,0.0324669725998165,6
GABBR1,2.7193043,0.004488959917706141,0.033047454916545586,6
CDKN1C,2.499318,0.0045919858986499485,0.03374666937480673,6
SNX29,2.1436508,0.004589472747130554,0.03373559180615953,6
NBPF1,2.2603326,0.004611675454064241,0.033854147048996724,6
OS9,1.13325,0.004593459012947517,0.033750100493597515,6
GLIS3,2.662191,0.004665396124499632,0.03416638677114458,6
IGSF10,4.312035,0.004696458125595833,0.03435635812227041,6
F3,2.4917243,0.004701018592700939,0.03438222080631971,6
CNP,1.5017359,0.004677865674902146,0.03423528095175494,6
DCTN2,1.0409039,0.004835507012605548,0.0351740925417052,6
ITIH5,3.5014143,0.004926739763000767,0.035736976295590125,6
CNTN4,5.423933,0.004951702691929395,0.03585601467832553,6
STAT5B,2.0406067,0.004956482742409334,0.035875137605341285,6
JAM3,2.9456358,0.00500093288287607,0.03614227317917394,6
GALNT10,1.7220348,0.00498718209594464,0.03605843386076291,6
SCPEP1,1.2893425,0.004968318903713702,0.035945294294534365,6
SYDE1,3.820436,0.00504873832472978,0.036393666913767796,6
RFTN1,2.4108033,0.00501589526084432,0.03621919116124421,6
GOPC,1.2517326,0.005008092193080836,0.03617842348656565,6
PHLDB2,2.6869485,0.005065469951516542,0.03649858810823122,6
CHN1,2.7546852,0.005112731082060093,0.036807493716114525,6
AFAP1,2.3680058,0.005140477423268975,0.036975499303852605,6
SEPTIN2,2.2037463,0.0052268308304044215,0.037508158511466556,6
POFUT2,2.286853,0.005315022395035255,0.03801090962726599,6
PRCP,1.4435984,0.005302357406548385,0.03794460630958809,6
F10,6.588652,0.0054905957134095545,0.03899218099163029,6
NINJ2,2.207165,0.0054525514041086215,0.03879593267823659,6
SASH1,1.9436358,0.0054677170598183555,0.038870855850650164,6
RNF24,1.5125449,0.005452373530244638,0.03879593267823659,6
FLRT2,3.9960155,0.0055256166319059075,0.03914143768759368,6
LSP1,1.3197445,0.005411899330466747,0.03861317069627423,6
RAB3IL1,4.060845,0.0055310008683171225,0.03916303570281288,6
ALDH1A1,2.6138113,0.005513355086251822,0.0390899587047642,6
WDFY1,1.7658823,0.005515404904258163,0.03909387064533454,6
C12orf75,1.2358975,0.005503596494167265,0.03906796402346333,6
SNX19,1.9994016,0.0056257500869254465,0.03972490182432977,6
DEPP1,1.801665,0.005644035958535635,0.03983724959706307,6
ATP2B4,1.4591577,0.005618599128433557,0.039691119074724085,6
RUFY3,1.5306447,0.005739686852362685,0.04038490386303688,6
GUCY1B1,3.6160274,0.005829852998472049,0.04092488476805169,6
WISP1,6.696743,0.005864051665909269,0.04111332711669373,6
CNN1,3.970094,0.005883418802861941,0.04121465122531169,6
AMOTL1,2.542331,0.005995788973640587,0.04186193962632783,6
SCT,4.067438,0.006104929928661306,0.042524067942635545,6
PRDM2,1.3709809,0.006186812709105616,0.042954229988845266,6
AHNAK2,2.5347085,0.006298433009290899,0.04355788485868578,6
PLD3,1.0349412,0.006210101215035636,0.04309807673360445,6
MVP,1.244296,0.006260367217740966,0.04335721182123679,6
CHSY1,1.3845923,0.006287679780514894,0.04351941137396823,6
PTN,2.0289724,0.006263725531445313,0.04336256306505825,6
CHD9,1.2983829,0.006320911911694679,0.0436683226426676,6
TNC,2.5839946,0.006367458325735481,0.04390272564803854,6
PRICKLE2,3.3087883,0.006411348984388759,0.04415668506886722,6
ARAP1,2.0531144,0.006379774071154046,0.043966304113535616,6
MMP16,5.5881214,0.006468560205987555,0.044486770118726385,6
TPST2,1.3599285,0.006360510312819243,0.04386960238582567,6
CCN2,6.176064,0.006495043854983697,0.04464144793852627,6
EPN2,1.637659,0.006424078314692879,0.04421711692040096,6
EPHX1,1.3040158,0.0064221608109248955,0.044212991740400644,6
PLXNA1,1.9833366,0.006523976988675154,0.04481276104385692,6
BACE1,2.9200408,0.006632194288019429,0.045423803544219606,6
SKI,1.9086862,0.00664359481984352,0.04548536718766514,6
MIR503HG,3.8113716,0.006729064397366201,0.045920559298486215,6
PLEKHA5,1.681984,0.006679232294809867,0.04566411137387235,6
PDIA5,2.117544,0.006723541417551592,0.04589220648882742,6
RARRES1,1.2504036,0.006625154405684936,0.04538690848061242,6
ANXA4,1.0296258,0.006657869458766686,0.04555520185974978,6
AMOTL2,2.1552737,0.006749833041416075,0.04603419073650601,6
ARMH4,4.1839213,0.006787421393567693,0.0462073936503902,6
MATN3,2.8253171,0.006904973745078588,0.046930035336105555,6
ENG,1.4841378,0.006873173122561805,0.04672336840369792,6
NR2F2,1.2422991,0.006912878107614036,0.046974239183039376,6
VASN,2.012858,0.007005741465164289,0.047489808909271514,6
XYLT1,3.2069123,0.007122729406725502,0.04817465528502051,6
ZNF362,2.2560241,0.007124006148108337,0.04817465528502051,6
TMEM43,1.443577,0.007110674357109235,0.04810389846950401,6
NRN1,2.4573538,0.007220042327999583,0.04872715156482215,6
ABCA8,6.1712747,0.007284743853773516,0.049132836034469635,6
RGCC,1.4092948,0.00714987518400491,0.0483106292398688,6
EVA1A,2.4471052,0.007233930785808034,0.04880975105346756,6
RPS17,2.8280487,2.3600633833746416e-25,4.797508238895082e-23,11
CD59,3.3077064,9.465074206678854e-21,1.0547111427449018e-18,11
RPL14,1.2160836,3.0294998209406587e-19,2.806973853430128e-17,11
RPL37A,1.3365661,4.7689146126635876e-18,3.7459991808746933e-16,11
S100A6,3.405545,5.208380481597878e-17,3.572480362643649e-15,11
RPL27A,1.2540848,4.2570275518129614e-19,3.8963866280923393e-17,11
RPS27A,1.0774447,6.753574343390026e-18,5.21939255879366e-16,11
RPL26,1.3334743,1.5629576685212632e-17,1.1322497442736867e-15,11
RPL3,1.127496,1.1114052402764915e-17,8.339517486378927e-16,11
KRT7,3.3307061,1.317028032723099e-15,7.461898183372543e-14,11
RPL31,1.475417,2.883785764028918e-16,1.794527983511947e-14,11
SOD2,3.8902931,1.4842048031973918e-14,7.021398209315052e-13,11
RPS29,1.1960169,8.320988551088786e-16,4.870755270367696e-14,11
PFN1,1.5385071,1.5675651827082558e-15,8.762950632202936e-14,11
TNFRSF12A,3.4736269,3.6080639118895324e-14,1.5902506132547544e-12,11
S100A16,2.5557346,1.4242241377450296e-14,6.756704639901844e-13,11
RPS23,1.0399939,1.1952860182349137e-15,6.87668753646951e-14,11
RPL9,1.05148,6.12546247665069e-15,3.0802719179811214e-13,11
RPL6,1.0071423,1.3531736259423543e-15,7.640874846419614e-14,11
RPS20,1.0076349,5.5326368640291676e-17,3.7794332598045275e-15,11
TXN,1.659587,3.434351092238278e-14,1.5196777042844865e-12,11
S100A10,2.0510266,6.054823781611721e-14,2.5837766470615614e-12,11
RPL34,1.2840636,1.995594667876112e-13,7.747018605929707e-12,11
MT2A,3.6945925,5.283323031211954e-13,1.9240818435383297e-11,11
RPL23,1.1286433,5.88547667811465e-15,2.986456478980991e-13,11
RPL23A,1.0311705,7.09413759701019e-15,3.525103246538056e-13,11
RPL21,1.1994138,2.9204212006109283e-13,1.1043274801543535e-11,11
RPL13A,1.0686338,3.9179455813068036e-14,1.7133222000340482e-12,11
RPL7,1.1073271,8.335615809648541e-14,3.4431636683672625e-12,11
HMGA1,3.2783644,1.1618187447517098e-11,3.4303312075455193e-10,11
RPS7,1.0153575,1.4504930696078262e-12,4.91424121694102e-11,11
ANXA2,1.7923831,6.073314594018217e-12,1.868853621999679e-10,11
RPL5,1.0401993,8.145552724886702e-12,2.4547168368861173e-10,11
DDX21,2.2340868,8.992890856678803e-11,2.313117731778096e-09,11
NFKBIA,1.7263415,3.413187666866832e-11,9.304806665617679e-10,11
MYL6,1.1549633,8.594954807038892e-11,2.214158058240334e-09,11
CXCL1,5.1447372,3.303852396457575e-10,7.809338493980517e-09,11
CXCL3,3.736939,3.312340388836604e-10,7.823887956476658e-09,11
MT1X,3.316605,1.2447633612547172e-09,2.6814777071191052e-08,11
BIRC3,3.5924869,3.324607324261687e-09,6.645450194461336e-08,11
RAN,1.4334841,1.8023911240654619e-09,3.7619166578892135e-08,11
YBX1,1.4082496,1.5928963061247584e-08,2.85097838867292e-07,11
PRELID1,1.801049,3.977236829670187e-08,6.620372233447531e-07,11
ANXA3,4.175454,5.499595969811799e-08,8.984995052287265e-07,11
RPL17,1.8407849,5.3076030528640424e-08,8.684015316883554e-07,11
SAA1,4.3186593,8.67310889592342e-08,1.3657499787707391e-06,11
ALDH1A3,5.4135003,9.524630186042301e-08,1.4865780412752204e-06,11
ENO1,1.6942503,6.477299761466845e-08,1.0449981303480492e-06,11
MGST1,1.993503,6.660302960527068e-08,1.0724590571245241e-06,11
SLC25A3,1.1265631,5.3169263249790776e-08,8.695028077334142e-07,11
CXCL8,3.1689332,1.193085940120903e-07,1.8303956977865218e-06,11
S100A14,2.1250465,1.1701421739649975e-07,1.7987047963776342e-06,11
KRT18,1.4559243,9.410273704292286e-08,1.4714684863201285e-06,11
TM4SF1,2.4274585,2.0179697101310804e-07,2.9803928686704785e-06,11
EIF4EBP1,1.5980563,2.596783910429259e-07,3.7510219267746666e-06,11
PDZK1IP1,2.546865,4.245103443543925e-07,5.922837545753194e-06,11
PI3,5.688022,5.693001247014413e-07,7.75269812529884e-06,11
C1QBP,1.6430302,4.765508970238758e-07,6.588620625341228e-06,11
MYL12A,1.2466412,4.15602542251446e-07,5.813062914785551e-06,11
TACSTD2,2.0818796,5.354217690230565e-07,7.342020259526712e-06,11
GLIPR1,3.2545156,8.494995234230869e-07,1.1257630784327836e-05,11
CLDN7,1.9492893,1.139504291490178e-06,1.4772659143842482e-05,11
LRRC59,2.0745747,1.1979460487326085e-06,1.5465861593741504e-05,11
WFDC2,3.0936265,1.32223768459123e-06,1.6920707431848318e-05,11
UCHL3,2.306966,1.3401941250177846e-06,1.7117841259414133e-05,11
YBX3,1.5799978,1.1903334513869568e-06,1.5379419989587795e-05,11
ACTN1,1.9726843,1.5025114696384486e-06,1.9010085704693775e-05,11
SAT1,1.7366887,1.9119171299698998e-06,2.372356352904529e-05,11
SVIL,2.5972407,3.595491570552842e-06,4.218131611329586e-05,11
NCL,1.2597755,3.129463622092281e-06,3.720855701829039e-05,11
SLC25A37,2.209884,3.668109626973595e-06,4.295812325360382e-05,11
EEF1B2,1.1682452,3.1999925880860836e-06,3.800671083463007e-05,11
TYMP,1.3267852,2.956950997033963e-06,3.5320189954243646e-05,11
GPAT3,5.973169,4.497696148095745e-06,5.162807204082115e-05,11
SMS,1.897358,4.125758146170381e-06,4.788306366114213e-05,11
PRMT1,1.8965932,4.212382255996136e-06,4.8696999197156136e-05,11
CARHSP1,1.9245454,4.197933627967685e-06,4.8569469408645785e-05,11
SLPI,2.4502833,4.258873619142195e-06,4.9146878164919566e-05,11
TUBA1B,1.1742057,3.507467041719077e-06,4.126410103342672e-05,11
TUBB4B,1.5746964,5.354990347368304e-06,6.070014573879022e-05,11
SERBP1,1.0852469,4.657903840730593e-06,5.324838197748631e-05,11
MT-ND6,2.6602228,6.24720459546479e-06,6.996243383522021e-05,11
TUBA1C,1.7602603,5.923162571754253e-06,6.65334212388511e-05,11
CLTB,1.5073072,6.022334726994045e-06,6.755689935722651e-05,11
TPM4,1.6285183,7.599333771987711e-06,8.392797301489622e-05,11
CDCP1,3.4760325,9.155239675734166e-06,9.966760596033744e-05,11
CXCL2,2.5701501,8.136167347533253e-06,8.935664341965057e-05,11
YWHAE,1.232327,9.948396322152532e-06,0.00010770792803141321,11
ATF4,1.4008453,1.0598959576122457e-05,0.00011397874419452495,11
TMEM165,1.618438,1.2889524020277631e-05,0.0001355039928570477,11
CCL2,3.0017636,1.5935791639907994e-05,0.00016405843689200553,11
KRT23,3.2026944,1.7536895873469673e-05,0.00017884008041716215,11
SDC4,2.2471962,1.8376989982545947e-05,0.00018644362401832232,11
FOSL1,3.5379763,1.924692008514297e-05,0.0001942705225927717,11
S100A9,2.8720155,1.897297328972951e-05,0.00019185182306626997,11
SLC34A2,3.9924393,2.006183339635452e-05,0.00020158596583197335,11
LAMC2,4.245366,2.393941619447338e-05,0.00023651014980230681,11
LAMB3,3.9711454,2.47818881130679e-05,0.0002436849338025243,11
SFN,2.6206672,2.405501886966681e-05,0.00023724390656508645,11
C15orf48,2.5595229,2.5450921255247762e-05,0.0002498242170975315,11
BACE2,2.290623,2.7823201575798206e-05,0.00027104792450010094,11
SQOR,2.2707329,3.06482913300402e-05,0.00029599030794727276,11
MMP7,3.5711892,3.535331010612256e-05,0.0003368708449629139,11
