names	scores	logFC	pvals	adj_pvals	cluster
XBP1	23.508383	2.7066858	4.844205740619355e-63	1.6247950474611377e-58	0
SCGB2A2	14.777734	5.5894094	3.5527775248576845e-28	5.95818554806258e-25	0
KRT18	13.60203	2.201175	2.055232704421015e-28	3.7339657961922596e-25	0
RPL31	12.494064	1.2218275	4.1607253721100543e-26	5.168699618738642e-23	0
KRT8	12.145577	2.0100248	4.067277020445627e-24	3.4979625267376096e-21	0
TRPS1	10.6451645	2.1337976	2.988759869446769e-19	1.253074934763926e-16	0
ADIRF	10.502427	2.082624	2.1237473743916998e-19	9.016786162591392e-17	0
AZGP1	10.088031	2.3053749	5.828391152309217e-18	1.7300005985805616e-15	0
ANKRD30A	9.824461	2.4204974	3.405541716199652e-17	9.138021976244202e-15	0
MGP	9.785888	3.1846864	5.800356647205896e-17	1.5199200179994762e-14	0
PPDPF	9.384087	1.382951	1.236363865159424e-16	3.117960932429492e-14	0
GATA3	9.34129	1.966148	2.9586420069634056e-16	6.843849072797212e-14	0
TFF3	9.271479	2.8041759	8.404124943748711e-16	1.8304074983004904e-13	0
EFHD1	9.144896	2.1514068	2.0237014205549702e-15	4.113755717989955e-13	0
AGR2	8.983657	2.6068368	5.0446559614557325e-15	9.048278374501964e-13	0
SCGB1D2	8.872413	5.0453453	2.0197625951262842e-14	3.150923590843288e-12	0
AGR3	8.828814	2.6712804	1.2405006971736924e-14	2.029640677263552e-12	0
SH3BGRL	8.665236	1.632701	1.8339071797360598e-14	2.8878441650482247e-12	0
EVA1B	8.571337	2.8234584	7.426661191138893e-14	1.051044907223585e-11	0
SRARP	8.1683855	3.6176152	6.796969368728893e-13	7.834266309159305e-11	0
PBX1	8.135967	1.755897	3.7178656132466643e-13	4.584593034334793e-11	0
CIRBP	8.132547	1.227172	2.6072940241672766e-13	3.350622561861863e-11	0
MAGED2	8.09742	1.7936414	4.805692010887856e-13	5.777337481619698e-11	0
JUN	8.025026	1.3333359	3.3545020103522847e-13	4.1826524880753155e-11	0
FXYD3	7.987176	1.4615743	5.08362150322455e-13	6.067962592158528e-11	0
RPL36A	7.9727015	1.1572509	6.524860877418556e-13	7.57267677126283e-11	0
TOB1	7.823218	1.8511982	2.423133213057427e-12	2.6387763343882846e-10	0
SMIM14	7.744277	1.6782548	3.223361285513659e-12	3.4322146310290044e-10	0
TSPAN13	7.4934025	1.5879538	1.0731694396425729e-11	1.064946040681998e-09	0
MT-CO1	7.4810414	1.0875093	1.938311689266821e-12	2.117684442009721e-10	0
CD24	7.437659	1.4196182	7.321526566936708e-12	7.464173938651189e-10	0
STC2	7.3058476	2.4574664	4.066085040297567e-11	3.5795422135595984e-09	0
FOS	7.1420727	1.1719898	3.40337275953279e-11	3.0686162829970247e-09	0
SPINT2	7.091828	1.1440136	5.941774468948418e-11	5.176443050986984e-09	0
KRT19	7.086384	1.6049398	6.200684183430882e-11	5.3602357782591545e-09	0
EGR1	7.023896	1.586422	1.1902628988894505e-10	9.643142002814265e-09	0
FOXA1	6.955318	1.8655273	2.1258767504026177e-10	1.6429500480473317e-08	0
CCNG2	6.941236	2.373464	2.761167697676311e-10	2.0765095459139273e-08	0
STARD10	6.90272	1.7263399	2.5225368628868376e-10	1.9272986086124698e-08	0
SPDEF	6.852465	1.8764759	3.5855092923995825e-10	2.6547807323702957e-08	0
CYB5A	6.7639728	1.2588911	3.9472348602476425e-10	2.890703153876991e-08	0
ELF3	6.750374	1.3827204	4.1957840064424225e-10	3.052728662908574e-08	0
HES1	6.6978917	1.6153995	6.538279555360975e-10	4.4938613640648045e-08	0
RHOB	6.6844125	1.4228442	6.720120060561875e-10	4.599990754108283e-08	0
CLDN4	6.664674	1.2490411	5.41397295462404e-10	3.8283231631872805e-08	0
MLPH	6.5089602	1.9592124	2.047183568190183e-09	1.2810556727736368e-07	0
CLDN7	6.4409823	1.5260386	2.5397468654480714e-09	1.5601767328570286e-07	0
SMIM22	6.4219317	1.4950185	2.5344401861895603e-09	1.5597735465134688e-07	0
TTC39A	6.4172907	2.5314925	3.7020951249215617e-09	2.1899818798058927e-07	0
SHISA2	6.3940816	3.9712162	4.5830319500456734e-09	2.632182784871266e-07	0
GLUL	6.392648	1.214499	2.5447811427397828e-09	1.560411413320568e-07	0
S100A14	6.352971	1.3503339	3.303717931691367e-09	1.978750056193931e-07	0
TBC1D9	6.3433275	1.6932958	4.280935778507311e-09	2.4756356370157535e-07	0
ZNF703	6.316885	1.9912535	5.385229007126663e-09	3.0459690746717606e-07	0
KRT7	6.302919	1.411421	4.073303461392326e-09	2.3735079154866072e-07	0
TBX3	6.267895	2.0788195	7.047913992775769e-09	3.8689702656578075e-07	0
RARRES3	6.25985	1.6330254	6.0082103470656214e-09	3.3475312832380065e-07	0
TFF1	6.2316523	2.8971791	8.615003259065908e-09	4.63070231269759e-07	0
NFIA	6.157653	1.7708745	1.1202066939057926e-08	5.926317463768799e-07	0
ZG16B	6.092049	1.777026	1.444439470127401e-08	7.453529887314333e-07	0
PDCD4	6.042338	1.5270551	1.83340129915427e-08	9.219507192643683e-07	0
NDUFC2	5.973276	1.2329683	2.4313065139010195e-08	1.1939744038470585e-06	0
YWHAE	5.891539	1.004212	3.224984748827961e-08	1.540871986615935e-06	0
RERG	5.846138	2.1058855	5.1309751824189293e-08	2.344659926342143e-06	0
SLC40A1	5.8069596	2.1532059	6.121245796675592e-08	2.7601376248267395e-06	0
PLA2G16	5.7441564	1.4769721	7.158447973532091e-08	3.175945813230686e-06	0
HSPA1A	5.7384114	1.1527314	6.23285794998244e-08	2.7998679233415058e-06	0
TFAP2B	5.6950927	2.6219878	1.0666502209530552e-07	4.52294754247616e-06	0
H1F0	5.6033993	1.4647818	1.401164675563753e-07	5.766437347617649e-06	0
TPD52	5.547434	1.4039564	1.8576983960301948e-07	7.403336429550668e-06	0
GSTM3	5.4744687	1.5168314	2.4717003240795544e-07	9.540080617946182e-06	0
WEE1	5.4666505	2.0192776	2.872634694971195e-07	1.0948981852730551e-05	0
TACSTD2	5.4571157	1.03595	1.8585043003135452e-07	7.403336429550668e-06	0
AFMID	5.4546604	2.3698807	3.117889391353637e-07	1.1829991863732165e-05	0
HACD3	5.3916435	1.2603596	3.50558745511821e-07	1.313753171308602e-05	0
SCUBE2	5.3781853	2.228732	4.2300966261284106e-07	1.5489265386132426e-05	0
NQO1	5.329754	1.5086436	4.807324946027218e-07	1.7282152841875554e-05	0
FOSB	5.3221326	1.1465883	4.3503521338986376e-07	1.5877601841468355e-05	0
ARL6IP1	5.2812595	1.1347219	5.711850975998976e-07	2.0081886120123865e-05	0
BTG2	5.2656384	1.2087957	5.856122294477218e-07	2.052457658088405e-05	0
TCEAL4	5.2572207	1.0624851	5.913119233065695e-07	2.0702706909838882e-05	0
BHLHE40	5.1775627	1.5423728	9.669794286053816e-07	3.201723298603465e-05	0
SUSD3	5.0970387	1.8209195	1.3949058442077304e-06	4.494383950102929e-05	0
N4BP2L2	5.073112	1.0770186	1.4283530936436522e-06	4.5801521141397455e-05	0
ELOVL5	5.0682445	1.339668	1.4813232566516944e-06	4.72291476723902e-05	0
MAL2	5.0654364	1.0584176	1.3532689117473198e-06	4.370991435172344e-05	0
HSPA1B	5.0462575	1.2008001	1.5843939385569998e-06	5.0181451457167446e-05	0
ASPH	5.0321503	1.2499778	1.739038556678358e-06	5.456416485458261e-05	0
CREB3L4	5.0126376	1.466581	1.9048958148993826e-06	5.877839054971499e-05	0
GFRA1	5.002993	2.2766736	2.1718397216667895e-06	6.610315435973302e-05	0
H2AFJ	4.9362307	1.0248536	2.3623054529795785e-06	7.125367553811875e-05	0
DSP	4.921575	1.0600445	2.6185138561306826e-06	7.779235894462288e-05	0
WWP1	4.8944807	1.6715679	3.3281301280282663e-06	9.590104177336432e-05	0
TSC22D1	4.8238397	1.072846	3.973164615852557e-06	0.0001125539817401272	0
PGR	4.8206754	2.595173	4.6757513217469044e-06	0.00013004094119627936	0
KIAA1324	4.8124266	1.5990831	4.604362891788728e-06	0.00012826821906435692	0
ZFP36	4.8010864	1.1273055	4.456533259233268e-06	0.00012466770813006093	0
CCND1	4.797473	1.1438204	4.635043270389723e-06	0.0001290157562922338	0
BSPRY	4.7827673	1.8782724	5.364361806282963e-06	0.0001467586128421997	0
CYP4X1	4.7557964	2.6546218	6.1116887469738295e-06	0.00016478468831370515	0
DEGS2	4.7195992	1.4831989	6.596149848228779e-06	0.00017628801757724422	0
DUSP4	4.7128286	1.3574709	6.62475889024118e-06	0.00017691165440890082	0
PLEKHF2	4.708278	1.5513184	7.08126657986904e-06	0.00018746074376905088	0
ESR1	4.6969595	1.375071	6.979178574393396e-06	0.00018517616148685436	0
CRIP2	4.6955686	1.0896379	6.779489526072487e-06	0.00018075584912082457	0
CXXC5	4.674967	1.3737339	7.948287236489984e-06	0.00020827617359305513	0
NME3	4.6561646	1.0772238	8.366826863042035e-06	0.00021822063749089648	0
AFF3	4.6500397	1.9407688	9.111523213482725e-06	0.0002352652810649916	0
ERBB3	4.6497817	1.2837908	8.80956687415213e-06	0.00022870099266713358	0
EVL	4.632005	1.1869259	9.175923426208706e-06	0.00023656391055992793	0
CAMK2N1	4.6209784	1.6157768	9.938201672933221e-06	0.00025387450290316314	0
CLDN3	4.6088376	1.1860712	9.995061133432758e-06	0.00025513268301101074	0
FLNB	4.5867534	1.3497065	1.1372255762883986e-05	0.00028373156619145555	0
RND1	4.5689473	2.3036213	1.2879351493325799e-05	0.00031443371761434325	0
SHROOM3	4.5587425	1.8490896	1.3204256471856552e-05	0.00032139620197571886	0
KCNK6	4.55747	1.6966507	1.329759879417418e-05	0.00032319910228651897	0
MSI2	4.5542617	1.2856308	1.2880711010468013e-05	0.00031443371761434325	0
SERINC2	4.5539627	1.2681639	1.3005970094708993e-05	0.00031726054032482496	0
SCGB2A1	4.5525813	3.5396106	1.4199523358998721e-05	0.0003404333187878314	0
GALNT6	4.5405393	1.4897915	1.3766400172634804e-05	0.0003319473962547404	0
C17orf58	4.5168486	1.8790574	1.580003539387135e-05	0.0003729408776536517	0
KNOP1	4.508398	1.2922622	1.5705333521197218e-05	0.0003712280420257054	0
AAMDC	4.5031505	1.5374966	1.6595809705724256e-05	0.0003892587785592288	0
ANO1	4.4994683	2.931799	1.741188760816315e-05	0.00040596850194848157	0
IRX3	4.4949155	1.3104988	1.6345676725052857e-05	0.00038446728123071384	0
C9orf116	4.469924	2.588983	1.9454155132258734e-05	0.00044631451251100565	0
THSD4	4.4524293	1.6021746	1.9885264040188876e-05	0.00045465006214858567	0
GADD45G	4.431246	1.69089	2.1924161982765968e-05	0.0004951907859016521	0
PSENEN	4.4146686	1.1809812	2.2599058444680226e-05	0.0005090631425742239	0
DNALI1	4.413365	2.065806	2.3838851722132378e-05	0.0005330526170746947	0
SLC12A2	4.398764	1.5959277	2.459482342107918e-05	0.0005470902476045491	0
SCCPDH	4.389891	1.2319771	2.4684494918137895e-05	0.0005483063867875915	0
SLC44A1	4.3681073	1.3367816	2.767171018621434e-05	0.0006082154858163927	0
SLC2A10	4.3380203	2.1350455	3.222703954253532e-05	0.00069439763633216	0
CRIP1	4.3303633	1.1030821	3.0074607684609915e-05	0.0006533241038533038	0
GPR160	4.300771	1.4913224	3.6024185004941027e-05	0.000764255021663964	0
UGDH	4.237689	1.3735753	4.551868247621841e-05	0.0009383786901873643	0
RABEP1	4.2337685	1.3253909	4.651086462231234e-05	0.0009576555618765981	0
ERBB4	4.2281013	2.2480292	4.919980081039739e-05	0.0010050003160667106	0
MYB	4.2167196	1.8272408	5.082413415668339e-05	0.0010310932304025376	0
SRSF6	4.216118	1.0758971	4.8225100457236354e-05	0.0009874957841490626	0
FBXO2	4.212945	2.3339767	5.2331065594984716e-05	0.0010548294898566	0
BCAM	4.212187	1.3262008	4.95337295812752e-05	0.0010087497412784162	0
BNIPL	4.2114162	2.4111018	5.28087146396638e-05	0.0010619047348494985	0
KRT15	4.1940813	1.7104669	5.408889220301718e-05	0.0010850451754673442	0
SYNJ2BP	4.155532	1.7290051	6.3976983765835e-05	0.001261464675853368	0
RBM47	4.1543612	1.1749799	6.220497363226866e-05	0.001229473789393001	0
SEC14L2	4.140475	2.2935903	6.835952778012004e-05	0.0013424162302535165	0
CRACR2B	4.11319	1.2840168	7.27677342476532e-05	0.0014198386122167166	0
INPP4B	4.0899444	1.9332007	8.190851775511737e-05	0.0015734785761880824	0
TSPAN15	4.08712	1.350348	8.176423141564168e-05	0.0015716069260240902	0
SPIN1	4.086348	1.4567935	8.226627710381787e-05	0.0015785430207889903	0
C3orf14	4.070906	1.1955769	8.523526666633382e-05	0.0016271349341237921	0
DHRS2	4.069795	2.2501986	8.867880550457756e-05	0.0016804383138017151	0
SLC39A6	4.0634813	1.0941552	8.583243381504789e-05	0.0016366717808928488	0
AL451165.2	4.0587277	1.9124818	9.199700725035092e-05	0.0017354733521844881	0
RSF1	4.0575414	1.1800348	9.133753007794602e-05	0.001724973027220939	0
PATJ	4.030825	1.6312069	0.0001019186601672234	0.0018970331746219979	0
CSAD	3.999513	1.4242059	0.00011257742821639948	0.00205823023227128	0
MAOB	3.9947271	2.0792718	0.00011711454496681346	0.0021302271977938665	0
WDR61	3.9879825	1.1969476	0.00011674206392568721	0.0021257576363363055	0
AREG	3.9723222	1.598116	0.0001240311124735778	0.002241448029890233	0
C16orf89	3.9707785	3.2431254	0.00013081216765082544	0.0023450405746533063	0
TMC4	3.9678965	1.5639522	0.0001272472396334433	0.0022896993908504944	0
CAPN8	3.9650636	2.2294707	0.00013123247149761068	0.0023513185504814957	0
MUC1	3.9552093	1.1397899	0.00012922592736861754	0.0023190833760678444	0
MAP3K1	3.9498973	1.4366378	0.00013544545051386868	0.0024120477667818234	0
PLPP5	3.945988	1.1887499	0.00013711075714994492	0.002435821983880457	0
TRIQK	3.938548	1.8659487	0.0001444718505950195	0.0025557649476833063	0
NECTIN2	3.9178727	1.1352311	0.00015046153022168747	0.002649149703499013	0
ACADSB	3.9159207	2.2691057	0.00015829849216030158	0.0027696868677875197	0
ZKSCAN1	3.9003656	1.0310292	0.0001599539640710406	0.0027942791192222772	0
PLPP2	3.892973	1.0097959	0.00016286490736985984	0.0028347959824039795	0
INTS6	3.8809052	1.186821	0.0001725689569574845	0.0029802047571740277	0
FAM84B	3.8532646	1.3353443	0.00019118877763431096	0.003246917868674645	0
TCEAL3	3.8477457	1.0139521	0.00019066897546596875	0.0032413725829214687	0
AMFR	3.8314748	1.6391362	0.00021051632023750514	0.003521659799045466	0
BPIFB1	3.8312364	5.391759	0.0002190611025494194	0.003637390317133701	0
SULT1A1	3.8144062	1.8686614	0.00022513403089330873	0.0037289977926876386	0
NPY1R	3.8141372	2.1449175	0.00022597430850241807	0.003737378837021501	0
RAB27B	3.812104	1.6281729	0.000226274344191618	0.0037394418318305142	0
KIF12	3.8011248	2.3811092	0.00023843249128427578	0.00391255586603028	0
NPDC1	3.7872214	1.0025798	0.00023758916485124	0.0039025358365697557	0
FAM110A	3.7743866	1.4475498	0.0002553121643747588	0.0041590215178697355	0
PRR15L	3.7718623	1.8351215	0.00026257896964871486	0.004252839797534082	0
NTN4	3.7715092	1.9637111	0.00026336440335909887	0.004262074492152254	0
CCDC74A	3.7673512	1.8175261	0.0002653892120213998	0.00428158709014419	0
SPAG1	3.7648377	2.349779	0.00027168744807807085	0.004364304931028053	0
PDZK1	3.7620926	3.4693964	0.00027710199808984095	0.004436409602831196	0
SNHG19	3.7420506	1.108778	0.0002825688281960666	0.004519619011218059	0
MRPL23	3.7416124	1.0759265	0.0002838759374725195	0.004536199532523	0
KLHDC2	3.7311344	1.2152914	0.0002971450429061656	0.0047145420454662735	0
TPBG	3.7265341	1.1371254	0.00029969255768421435	0.00475046695523924	0
NEBL	3.723054	1.4966165	0.000307841887391379	0.004861264004234578	0
THUMPD1	3.7167907	1.1139876	0.000310382876217836	0.004896778951656838	0
SYTL1	3.7142901	1.4691215	0.00031580721383247856	0.004970666240804863	0
NEK10	3.676281	3.2026272	0.00037383250602979976	0.005764926935515178	0
ANXA9	3.671905	2.3106241	0.00037554319296738626	0.00578598724635696	0
TMEM30B	3.6673014	1.8822969	0.0003785292565113575	0.005829315790930874	0
TSPYL1	3.6596098	1.1066544	0.0003817210629226715	0.005867693020847537	0
ENPP1	3.6418169	1.5684628	0.0004079366252871164	0.006222192973513037	0
TMEM9B	3.641618	1.0101234	0.000403753733066185	0.006166805082319177	0
RAB11FIP1	3.635186	1.1176167	0.0004143056968932797	0.006313597173783505	0
SELENBP1	3.624241	1.3175231	0.000434303832168763	0.006558750488416245	0
TSPAN6	3.6228905	1.5128775	0.00043828073877154745	0.006609880512201652	0
AC245297.3	3.6105626	1.5115347	0.0004582603824495572	0.006873961607421755	0
AC008771.1	3.6104496	1.3356026	0.00045450210147680967	0.006826894306150325	0
SLC44A4	3.6103768	1.7972664	0.000460155491044929	0.006893289560133078	0
DDAH1	3.6037657	1.774869	0.0004707680002049763	0.007036555033366805	0
MAPT	3.5934894	1.5820613	0.00048538363118623965	0.007219624112469031	0
CHAD	3.58594	4.238621	0.0005119864137246924	0.0075583346402904525	0
MMEL1	3.5534377	2.1030736	0.0005638469002107304	0.008179925986145377	0
ARFIP2	3.5346813	1.2260945	0.0005896184473250675	0.008513298468243688	0
GOLM1	3.534298	1.365325	0.000592652647054722	0.008546071554111105	0
MGMT	3.5231938	1.0040125	0.0006068380566378463	0.008736232463923	0
CETN3	3.5134728	1.7000527	0.0006405035108055783	0.009122347454747305	0
SGK3	3.5119812	1.5003614	0.0006441266509666076	0.009170056027194817	0
GATA3-AS1	3.4991348	1.2422597	0.0006564480446252011	0.009329628756260115	0
TMEM150C	3.4988844	1.9172825	0.0006746262055970158	0.009555590186625636	0
LIMA1	3.4839485	1.0406582	0.0006910233482418153	0.00975488809906512	0
BEX4	3.4815936	1.0298904	0.0006963676711255605	0.009817935290972015	0
PRSS8	3.4763098	1.2059883	0.0007176202268196328	0.010071004195714354	0
GREB1	3.4720633	1.9846165	0.0007378192617292563	0.010311331607358745	0
MSX2	3.4615571	3.1543796	0.0007773597852529653	0.010774142378995748	0
NT5DC1	3.4588275	1.5544542	0.0007706545244549721	0.010701797276487478	0
ZNF281	3.4431112	1.1962838	0.0008011074087303661	0.011053041380594491	0
MPP7	3.4404228	2.6681552	0.000829911306556615	0.011384889625036981	0
AKR7A3	3.4368424	1.9837884	0.0008309643196571694	0.011394674671145183	0
RASD1	3.4355888	1.1631423	0.000809603619808592	0.011145879980484844	0
IL17RB	3.4340248	2.7015755	0.000847264711371065	0.011571108324226023	0
DACH1	3.4339404	2.375133	0.0008429342660795467	0.011530529452925806	0
RNF14	3.4278111	1.4462488	0.00084802006463692	0.011571782338481258	0
SERTAD4	3.4048011	1.4326693	0.0009157441589882229	0.01239006649319241	0
CPEB4	3.3972552	1.1317875	0.0009294008617441375	0.012529354623697794	0
CA12	3.3956475	1.0753425	0.0009290710341839431	0.012529354623697794	0
ELP2	3.391834	1.1010973	0.0009494117740595366	0.012758101087231938	0
CDC42EP4	3.388156	1.445478	0.000971177152961195	0.013003693767453669	0
PEG3	3.3841858	2.445424	0.000999230010158563	0.013283858014557419	0
DUSP5	3.3657792	1.2897308	0.0010341525428097984	0.013704666313071294	0
NCKAP1	3.3649602	1.0034935	0.0010326195849549458	0.013689760276274244	0
AC008268.1	3.357817	3.0605452	0.001093274155716496	0.014408451260073476	0
BAMBI	3.3408058	1.1721485	0.001120520138884145	0.014698226819833049	0
CBR4	3.3396783	1.443748	0.001139757973394095	0.014903946271193506	0
SCNN1A	3.3237104	1.8521283	0.0012073040219092352	0.01569542023211537	0
LINC02482	3.3212676	2.258081	0.0012245782400600127	0.015901501645316642	0
IQCK	3.3060908	1.8161155	0.0012813700838853327	0.016568401689898978	0
BCKDHB	3.2987509	1.8171031	0.0013086384054900597	0.016881938753285423	0
BIK	3.2971303	1.2852238	0.0013022271701421532	0.016805695080314723	0
ERLIN2	3.2947128	1.4368217	0.0013143218689498734	0.016942225136989897	0
IL20RA	3.277551	1.8743503	0.0014018679987999906	0.017871552469688516	0
VAV3	3.210435	1.1811209	0.001717321157607794	0.02127055721836153	0
FAM174A	3.2058866	1.241592	0.0017479801200140602	0.021578579759069412	0
CFB	3.2049716	2.2406979	0.0017767644620763857	0.021869525439451032	0
TSPAN5	3.1987505	1.2723571	0.0017797865323242734	0.021898686750069132	0
TMED7	3.1796224	1.1588875	0.001891693634081456	0.02301389052619736	0
RGL2	3.1788404	1.1817687	0.001897878729122688	0.023070284588103906	0
DNAJC12	3.1648138	1.463754	0.0019979911185690966	0.024114652791625068	0
BCL2	3.161958	1.228244	0.0019917160972576335	0.02406489539557575	0
SEC22C	3.1515508	1.2414249	0.00207540167503228	0.024852212632009176	0
CANT1	3.1469538	1.0691905	0.00209417447649653	0.025032325771977948	0
C16orf45	3.1466718	1.8752916	0.0021224897040577335	0.025316652618705707	0
PLA2G12A	3.146551	1.3749435	0.0021118224866980943	0.02520734449335971	0
RSPH1	3.1441832	2.8882368	0.0021660524454512283	0.025726474884164182	0
CYBRD1	3.1271436	1.1879432	0.0022341477276225804	0.026422972119953796	0
PKP3	3.1262069	1.3080717	0.0022477441202195998	0.026555683528103415	0
DRC3	3.1142254	2.8820174	0.0023757606717598827	0.02770701971192567	0
GDF15	3.108205	1.8424762	0.002387608735279673	0.02781618082320789	0
ARHGEF12	3.1070895	1.1090664	0.002379692350165022	0.027743225970415366	0
CPEB2	3.1053402	1.7427818	0.002413426198144146	0.02807397576579434	0
EBF4	3.0999424	2.5720923	0.00247590739555279	0.028665657561006603	0
ZBTB18	3.0947795	1.6645689	0.0024942370076284606	0.028838057039940086	0
TTC36	3.0886183	1.6689651	0.0025295299576820695	0.029147967397317034	0
PPM1A	3.0762475	1.1072483	0.002617653749237322	0.029930652876738854	0
GSTO2	3.0753064	1.2253873	0.002632299945051661	0.030010187782793254	0
LRG1	3.0746782	2.1055098	0.002666478620205844	0.030296869715556982	0
MTA1	3.0697508	1.0350477	0.0026649865525202173	0.030290177552721318	0
BFAR	3.0587382	1.1133752	0.0027504011052377716	0.03101923452279089	0
ARHGAP8	3.0539021	1.5514375	0.002819453680263343	0.03161728381468164	0
OBP2B	3.0516467	2.6664681	0.0028652967317067644	0.03200030567240158	0
TP53INP1	3.0481684	1.2123713	0.002861152728657116	0.03198531642368225	0
CASZ1	3.043237	1.3215932	0.0029102062045011697	0.032396689779347405	0
NUPR2	3.0423	1.2898086	0.0029086899889460426	0.03239056139416973	0
REEP6	3.0330615	1.2621442	0.0029898368999178417	0.03312921026103215	0
FAM174B	3.0311127	1.3899398	0.0030215582447080005	0.0334254898040076	0
CDS1	3.025639	1.2956725	0.0030597929224628908	0.03381499651147539	0
FRMD6	3.022456	1.3017317	0.0030854382135436127	0.034042329973837604	0
ESRP1	3.020033	1.1730084	0.003125658822479637	0.03438429733184306	0
FOPNL	3.019203	1.1428139	0.003121740622216434	0.0343524613549086	0
LIPE-AS1	3.008272	1.6698416	0.003247374626688471	0.03547889001751075	0
CAP2	3.0081675	1.7500056	0.003256315141890604	0.035541837349219896	0
PEG10	3.0002954	1.7425234	0.003342992988607488	0.03629890832984259	0
SHROOM1	2.9991155	2.4101698	0.003371726429779126	0.036492656878507154	0
NKX2-2	2.9987464	5.92106	0.0033975249794175916	0.036700929254314146	0
ORAOV1	2.9936109	1.9344716	0.003413629719384011	0.03681247089011992	0
WIPI1	2.9921236	1.1085098	0.0033814268975950485	0.03656235962999211	0
TOX3	2.990904	2.1055675	0.0034440519547514832	0.037029363662572874	0
BICDL2	2.988358	1.230802	0.0034369579519420075	0.036995830123904644	0
C19orf33	2.9866595	1.2237788	0.0034365191192718444	0.036995830123904644	0
GAMT	2.9857209	1.0338264	0.0034388166074457507	0.037003961447012484	0
LINC02584	2.9849987	27.002346	0.0035424956435717967	0.037937051845798736	0
RIC3	2.9798112	1.6586968	0.003520420854683838	0.03777301211994581	0
TNNT1	2.9772167	1.1695161	0.003535843375955323	0.037902116546154524	0
CNFN	2.9752116	1.2705467	0.003579790995136025	0.038275348985609636	0
KIAA1217	2.9726195	1.2155035	0.0035990188920691207	0.038468671975427145	0
CERS4	2.9726055	1.0762249	0.003579488885105789	0.038275348985609636	0
AK5	2.9690711	2.7807412	0.0036896394954012424	0.03922478551989004	0
PLXNB1	2.9680579	1.615999	0.0036644571170450957	0.03900652369495702	0
PRR15	2.9633355	1.6748526	0.003723592089452875	0.03951059863092024	0
TMEM26	2.9590554	3.0280807	0.0038037116007318583	0.04018276875595189	0
IFT22	2.950546	1.1256198	0.003853607125104045	0.04064586056072792	0
ZNF92	2.9487638	1.7546076	0.0038922270562361896	0.0410016293006338	0
AUTS2	2.9331996	1.031737	0.004038640568157242	0.04214687096968328	0
SAMM50	2.9314363	1.2245901	0.00408363616272092	0.042497437335967225	0
TMPRSS3	2.9287295	1.8557959	0.004140845853458187	0.04294518021938217	0
COQ7	2.927516	1.1180825	0.004114978550517576	0.0427572786750031	0
ANKRD28	2.9256222	1.1852143	0.004148572503278841	0.04298649068040643	0
NDUFA7	2.9171693	1.3567461	0.004262360908575527	0.04392130483395753	0
CADPS2	2.911747	1.8241845	0.004348835706859075	0.04466145084009805	0
LYPD6B	2.9074209	1.5275257	0.004392749095965916	0.04497472448955824	0
DIO1	2.906558	2.763649	0.004438975521723284	0.04535110507892801	0
SPTSSB	2.9044218	1.9717578	0.00445989552018957	0.04549554612003601	0
BRD8	2.9020712	1.427685	0.00446888394219577	0.04554568104077433	0
FRY	2.8966804	2.026606	0.004562015134461054	0.04636804534089643	0
LRRCC1	2.8961666	1.325251	0.004538504609791002	0.04618506769326457	0
CASD1	2.8844757	1.4695762	0.004700109218186705	0.04751246633128398	0
PCSK1N	2.8823686	1.6952155	0.004736933919115221	0.04775518502586223	0
ZC2HC1A	2.878441	1.5687772	0.0047963444696893405	0.04822218116710772	0
MYCBP	2.878254	1.3293427	0.004789543648996366	0.048184188221651804	0
VTCN1	2.874879	1.295727	0.004827227744907778	0.04843807317963629	0
EMSY	2.874224	1.6362138	0.004856655785181115	0.04865504530787329	0
AL121944.1	2.8720808	1.4292674	0.004867219418182133	0.048746314274484	0
MCC	2.8717644	2.1033661	0.004903397665827961	0.049020822983468146	0
IGFBP7	25.004944	5.691474	1.3514044198963426e-25	1.7706037362399696e-23	11
IFI27	18.568787	3.6573188	1.2175355100371329e-23	1.3005528198138687e-21	11
B2M	15.068108	1.7398288	8.16248020488697e-23	8.076039780298344e-21	11
CD59	13.733199	3.586012	4.566570863344819e-16	2.1214314865297587e-14	11
VIM	12.925467	2.656023	3.988505994341345e-17	2.0805362294899383e-15	11
PCAT19	12.916869	10.201089	1.1336716722562209e-14	4.301411941079854e-13	11
CD93	12.201177	6.4942327	5.057433819766114e-14	1.7560185067160997e-12	11
TCF4	11.769833	4.036614	7.812436263821356e-14	2.649513900149971e-12	11
TM4SF1	11.166129	4.2212367	3.455704129318343e-13	1.0772097788240386e-11	11
TUBA1B	11.1398735	2.4869573	9.682415162244272e-14	3.2346403083350113e-12	11
SPARCL1	10.739601	5.76937	1.530894998992335e-12	4.311840992293848e-11	11
EIF1	10.586058	1.5938715	7.794791381897564e-13	2.3055123257515537e-11	11
HLA-B	10.552901	2.0125015	1.5010345228904398e-13	4.926242556973409e-12	11
GNG11	10.354414	5.8506126	4.3103023454430516e-12	1.1519669399880908e-10	11
YBX1	9.864827	1.7344419	2.3738218964052814e-12	6.58019506010988e-11	11
SPRY1	9.667522	5.051174	2.4247882066037126e-11	5.966971477453788e-10	11
EMP1	9.22175	3.9105897	6.828597418647527e-11	1.5784837079176891e-09	11
HLA-E	8.735486	2.30647	1.3882764114140808e-10	3.0898592644485524e-09	11
