cluster,gene,logFC,pvals,adj_pvals
2,GPR132,2.8807082,0.00659615713672435,0.018480454469459395
2,TENT2,1.2514355,0.006546413134383485,0.01835811121394948
2,ANGEL1,2.4807322,0.006619369289498673,0.018531167121350185
2,PLAC8,2.4938343,0.006666114304199693,0.01864808017563692
2,MT-ATP8,1.2544578,0.0067637949093944496,0.018891727322433462
2,GAS2L3,3.2084322,0.006909561062833762,0.019227757658272584
2,HAAO,2.8248289,0.006932531749201669,0.019279840904844837
2,C3orf62,2.03647,0.006909173645796832,0.019227757658272584
2,ASCL2,1.8841189,0.007109472989873204,0.019714458755917326
2,AC015912.3,2.423722,0.007200455845687503,0.019921041378934277
2,ADPRH,3.068785,0.007238212206275118,0.020010229169307465
2,PPP1R15B,1.1930418,0.007181486335102524,0.019874626381130297
2,AC004817.3,6.0774703,0.007422820920567186,0.020483098618834128
2,RGS18,4.4134755,0.007542962393889369,0.020767205242107015
2,VPS13C,1.2336581,0.007452308486628732,0.020542578457591092
