cluster,gene,logFC,pvals,adj_pvals
9,ARL6IP1,1.5833445,3.228142431161027e-06,1.7721543867248917e-05
9,SCOC,2.0337236,4.100233498120655e-06,2.2140283771353327e-05
9,COA3,1.8875426,4.277342147272057e-06,2.3021193914370718e-05
9,IRX3,2.4252443,4.669487129143315e-06,2.4961307340012053e-05
9,TP53TG1,2.3911953,4.655210673762772e-06,2.4892331528996392e-05
9,ATOX1,1.2996788,5.031005036655856e-06,2.6791136398196443e-05
9,LSM4,1.323793,5.181010606103387e-06,2.7573746111813298e-05
9,MARCKSL1,1.2281287,5.374493189626964e-06,2.8511395390215972e-05
9,BST2,1.3564997,6.449039289567613e-06,3.3708689504611335e-05
9,BCL7C,1.931256,9.786929436869381e-06,4.976372227268759e-05
9,ZG16B,2.4509249,1.0289191775562779e-05,5.206928512440717e-05
9,RBM3,1.270811,9.557397758315341e-06,4.867854711013829e-05
9,TMEM141,1.5662003,1.0008655278926313e-05,5.079856457049743e-05
9,NAA38,1.5464432,1.0233385144990914e-05,5.1801646083364645e-05
9,MRPS34,1.5509106,1.0750223717193287e-05,5.4190574338588076e-05
9,CYB5R1,2.5775886,1.2055948948358332e-05,6.000499357135955e-05
9,GSPT1,1.5366344,1.1167571943098906e-05,5.602949809370437e-05
9,GADD45B,1.4433128,1.0073223943111178e-05,5.1087308149523755e-05
9,ARL6IP4,1.0756183,1.0695400093725093e-05,5.3944217445452077e-05
9,SELENOH,1.2607453,1.1627486715775077e-05,5.814384874395995e-05
9,AURKAIP1,1.1225852,1.1567953652297962e-05,5.787808331636907e-05
9,KNOP1,2.0712404,1.381838216109216e-05,6.785391669352945e-05
9,PEG10,3.1522727,1.5713692983658084e-05,7.642664682446206e-05
9,VSTM2A,6.124427,1.6971237425928297e-05,8.20804751386879e-05
9,FLYWCH2,1.9251485,1.5493928086885357e-05,7.545900978800936e-05
9,MT1G,2.2785313,1.5909205437758496e-05,7.729460385158088e-05
9,YWHAZ,1.2596505,1.602219001079068e-05,7.776017090377582e-05
9,RNASET2,1.7970052,1.625137529164337e-05,7.883025954284704e-05
9,PLIN5,3.9618604,1.9140777480811597e-05,9.147505230547636e-05
9,NDUFA1,1.0988306,1.5943215116513262e-05,7.7418339249139e-05
9,TRPS1,1.4558513,1.8638679208456076e-05,8.933456848537369e-05
9,GATA3-AS1,2.5897257,2.2067461568314772e-05,0.00010427968609198171
9,MRPS30,2.1125262,2.2001133026129498e-05,0.00010403274326613754
9,MCRIP2,2.0326226,2.438534539312767e-05,0.00011404364188370105
9,TSPAN5,2.7275732,2.9796241625068892e-05,0.0001371550208069131
9,GALNT6,2.6188333,3.109821445766187e-05,0.00014260494143031538
9,PMVK,1.6092812,2.9183664054123763e-05,0.00013460872221605636
9,TPSAB1,6.098442,3.461620220509902e-05,0.00015742295468435273
9,AKAP1,2.6168807,4.0424856422552516e-05,0.00018174141179851425
9,MZT2A,1.3155439,3.6812634824175736e-05,0.00016649267251941957
9,TIMM10,1.7980957,4.7846391977767446e-05,0.0002121603589483832
9,SMS,1.2682644,4.4364329129655676e-05,0.00019768736335626068
9,RSL1D1,1.2604138,4.786666789678119e-05,0.0002121663379267838
9,SNHG25,2.3200507,5.6555250116427145e-05,0.00024744798910462826
9,FKBP4,1.5266129,5.629254867942e-05,0.0002465222524264783
9,CHPT1,1.8059307,6.562962456523486e-05,0.00028359194386031285
9,ZCRB1,1.3795301,6.487501509495643e-05,0.00028059875891822363
9,CHCHD5,1.80557,7.427419846690583e-05,0.00031768956951618737
9,TSPAN6,2.4307976,7.639575750192467e-05,0.0003259180739556104
9,LURAP1L,2.3122084,7.926279671332574e-05,0.00033735541583058363
9,TPSB2,5.673867,8.392851616556301e-05,0.0003551289011515314
9,NDUFA11,1.1862278,8.22337941864702e-05,0.0003484459998172383
9,TBX3,2.1523988,9.232426306986826e-05,0.0003876678055750526
9,ATP6AP1,1.3858092,9.026047740200095e-05,0.00038005846082835574
9,TMEM219,1.4055641,9.254306545670607e-05,0.000388406609755432
9,SNHG19,1.9553933,9.952827083712376e-05,0.00041503311834933113
9,PRR34-AS1,2.6468349,0.00010464432267896639,0.00043426914771099446
9,QPRT,2.4205232,0.00010480190780783348,0.0004347240692980772
9,NFATC4,3.209305,0.0001144017040052844,0.0004702402921777302
9,DSCAM-AS1,4.945667,0.00011899728025067465,0.00048758221046654146
9,NDUFA13,1.3200125,0.00011376156633799648,0.0004681398213413989
9,DUSP23,1.3620747,0.00011597433407396967,0.00047616461013790445
9,CETN2,1.6257445,0.00012068689322005962,0.0004938355109255126
9,EI24,1.4542087,0.00012889352449344213,0.0005241033913173229
9,MRPL33,1.3012854,0.000127086545754011,0.0005175685946715248
9,HES1,1.3035407,0.00011923468167766401,0.000488444536671416
9,MORF4L2,1.4339881,0.00013456227626817548,0.0005436845087028345
9,C19orf70,1.3096597,0.0001593318656895099,0.0006368707231210024
9,ARMT1,1.9820588,0.0001656261542031966,0.0006599923713434479
9,GP2,4.0712576,0.00018240487329595172,0.000720831292399328
9,BCKDK,2.0496318,0.000182806757775904,0.0007222620091987384
9,SEPHS2,1.800951,0.00018726995989785066,0.0007382867688273899
9,CUTA,1.0296721,0.00017937391777894063,0.0007097819269982224
9,SNHG9,1.8888198,0.0002142464146675522,0.0008338792530863613
9,HAGH,1.7559092,0.00022730158058960017,0.0008789026773352564
9,RWDD1,1.173154,0.0002251138694502144,0.0008711868299581631
9,CA12,1.5160599,0.00022658131181627178,0.0008764915576810837
9,IL6ST,1.2721192,0.00023738229427930314,0.0009139823382329923
9,RARRES3,1.4918888,0.00024688021795816773,0.0009469313819144533
9,KDM4B,1.9302032,0.0002606804008192197,0.0009941833843151685
9,CLU,1.383938,0.00024540054073050904,0.0009418538221092394
9,MRPL20,1.0976079,0.00025581455259139906,0.0009774768960422197
9,SH3BGRL,1.0842682,0.00024654176808789594,0.0009458333608739236
9,C19orf33,2.4225035,0.0002734725288376496,0.0010377847025007415
9,ECI1,1.9172498,0.000287251224492922,0.0010854706996838018
9,ECM1,2.213294,0.00033110584217749885,0.0012357330865043282
9,NUPR2,2.7066305,0.00034258526571742394,0.001275424750802987
9,TNNT1,2.264945,0.0003466208035991334,0.001288596248326803
9,MAOB,3.1107016,0.00039883184496651564,0.0014605302734763694
9,SWI5,2.0529351,0.00041329371583046463,0.0015083098825969061
9,HEBP2,1.0903939,0.0003841451856745197,0.0014110232585049685
9,POLR2K,1.1443322,0.00039422189492621944,0.001445400543957844
9,METTL26,1.3104901,0.000428318621604713,0.0015578113270121653
9,FIS1,1.1663501,0.0004220537305300557,0.0015371846440261844
9,CSAD,2.182368,0.00045907175040284676,0.0016613283329112404
9,AC093001.1,3.5198135,0.00047147425187209517,0.0017014103794068581
9,TXNDC17,1.0031952,0.0005285398180469534,0.00188544355578477
9,WWP1,1.8860738,0.0005725968838387054,0.0020296174644787277
9,SPDEF,1.4666274,0.0005570055564617554,0.001978996417479859
9,GAMT,1.853642,0.0006041488320943021,0.0021314530711119915
9,C16orf91,2.0256815,0.0006167683275186714,0.0021725922022796263
9,MB,2.1991596,0.0006512577611575001,0.0022843168414284068
9,METRN,1.9653866,0.0006592515389272268,0.002306998580334718
9,NDUFA7,2.4730172,0.0007079221470357286,0.0024611631682617285
9,UQCC2,1.3586736,0.0007038666660539718,0.002448472664663279
9,TMC5,2.1314788,0.0007163069756261522,0.0024860226971424966
9,S100A1,1.7482594,0.0007001018207661491,0.0024377152718071424
9,TIMM13,1.0441302,0.0007122239136701573,0.0024742205601952743
9,IFITM1,1.085009,0.0006549769951610719,0.0022951416955895513
9,HSD17B10,1.1179562,0.0007183117911509729,0.002491072859803651
9,DSP,1.2577279,0.0007547300248696007,0.002602928303046281
9,PPP1R35,1.7440759,0.0007974027262081801,0.002736043766415991
9,TMBIM4,1.0974656,0.0007677268861734248,0.002643357823909366
9,CXorf40A,2.983459,0.0008949527527815966,0.0030385481456587375
9,STARD10,1.2764734,0.0008922510181815709,0.00303164652419444
9,CYP4Z1,3.602404,0.0009547832924511402,0.003218177155496805
9,BEX4,1.7258848,0.0009401788070551839,0.0031724909224663663
9,SLC50A1,1.5456204,0.0010247035403749486,0.0034385044569375588
9,TSPAN13,1.1110178,0.0010710039863229047,0.0035786339649908376
9,SRD5A3,1.7726281,0.0011298957385862563,0.003753274702831788
9,ALDOA,1.3129048,0.0010877456240873447,0.003631227426856593
9,MFSD3,2.3057585,0.0011688456974589994,0.003870408388970609
9,CCDC57,1.8974959,0.0011671080084424304,0.0038676721881235714
9,BLVRB,1.338318,0.0012085150510969353,0.003989574272670579
9,CST6,2.7230825,0.001270099158892918,0.0041692397554125215
9,MRPL23,1.4516265,0.0012478000190204782,0.004103568749053739
9,PGGHG,2.1747,0.001380571287234269,0.004501819702049936
9,SLC38A1,1.3789908,0.0014887567930429182,0.0048162628766333015
9,MRPL54,1.3102998,0.0015393251389408356,0.0049641250299911985
9,TCIM,2.1796608,0.001581353713312613,0.005087894703801515
9,PKIB,1.4428263,0.001578566435017839,0.00507982846930026
9,SGK3,1.8977908,0.0016716980642595988,0.005353864100854019
9,THOC6,1.8313779,0.0017301970611182287,0.005523649546828132
9,PPP4C,1.0412285,0.0016875057496158528,0.005401627533690017
9,CAMK2N1,1.947755,0.001765071619028035,0.005622114432985625
9,SHARPIN,1.530447,0.0019091497360032093,0.006021777843140799
9,MT1A,2.2766757,0.0018951185131745234,0.005980642981948918
9,AFF3,1.9485717,0.001936448589913411,0.006099392456882781
9,TMEM191B,3.431944,0.0020017346595007242,0.006286459489391828
9,AIG1,1.6379865,0.0019845303723379434,0.00623891468251299
9,SGCE,2.0736792,0.002005719821363914,0.006297883804237601
9,HIST3H2A,1.5910732,0.002071924608791803,0.006477712553219906
9,BBX,1.3273138,0.00207985216358554,0.006498014506948481
9,MSRB2,1.3351365,0.002094925278185302,0.006539471416852931
9,NBDY,1.1433853,0.002088817148141828,0.006523774714742749
9,SPACA6,3.0614896,0.00218273410954738,0.006782039973219978
9,LINC00504,3.1606667,0.0022000223187331274,0.006831073068118431
9,COX14,1.0243638,0.0021234683910627814,0.006621729145844666
9,MRPL57,1.0386456,0.002134344839826973,0.006654501016777355
9,ARL3,1.4514663,0.0021689566495170266,0.006746169729889352
9,NPNT,2.5921085,0.00235303650288797,0.007249064019009217
9,YTHDF3-AS1,2.8495517,0.0023900666730660197,0.007349317727742107
9,SYNPO2L,3.7268379,0.0024254909770360686,0.0074457027842053875
9,ISOC1,1.8318977,0.002452941976660548,0.007518511871986093
9,SCUBE2,1.9514639,0.0024636254519625387,0.007542330445486394
9,PCBD1,1.0874014,0.002632424043529181,0.007995635160364186
9,ZNF771,2.7543535,0.0027546272306328006,0.008313874094185943
9,PRLR,1.581235,0.002848225149181988,0.00856641401679474
9,ZNF703,1.5132165,0.00284230503806764,0.008551446211626906
9,C1orf35,1.4219289,0.002894091784392807,0.00867988116738723
9,EMP2,1.1059419,0.002933891563113697,0.008791974270881466
9,CXorf40B,2.2866282,0.0031131192556593337,0.00927844668650719
9,NSMCE1,1.5484552,0.003130610217435917,0.009324444858932118
9,MYO6,1.1834627,0.003079795908571916,0.009189705421347014
9,PTGES,2.8335257,0.0032889324421719783,0.009746359061509148
9,LAGE3,1.0586617,0.0031945776003813966,0.00949313248559239
9,RBP7,1.6026756,0.0032306940055116134,0.009586313674563597
9,NUCB2,1.4709235,0.0033093833969125796,0.009800554294369273
9,ROGDI,1.7279665,0.003398898050583166,0.010026334412192197
9,CISD3,1.130421,0.003363390721205679,0.009937764238515948
9,LSM10,1.4225677,0.0034806768780626775,0.010242569767636713
9,BEX1,5.555407,0.0036211243457343854,0.010614508572950711
9,CCDC74B,3.7491236,0.0037315391753842374,0.010892368861866356
9,LINC00623,1.9604787,0.003756497154453927,0.010945832489758294
9,SRGAP1,1.7592288,0.0037547804914697873,0.010942589384063157
9,NAXE,1.1522402,0.0037903226051623543,0.01103198103143513
9,PDZD11,1.6341738,0.0038333076035362993,0.011139205984178021
9,ANAPC13,1.1780387,0.003804677167008208,0.011066653242355229
9,RHPN1,2.1679304,0.003952466633657037,0.011446934441332659
9,CLDN7,1.1854923,0.003938871586630283,0.01141303152986687
9,CRNDE,1.1393039,0.003943449636263164,0.011424470442151568
9,NUBP2,1.5289167,0.004005150309186829,0.011575471883710085
9,LCMT1,1.445348,0.004139024038058878,0.011892988833072708
9,NMRAL1,1.3376064,0.004191956054398277,0.012013847809972736
9,PON3,4.005265,0.00448117443078795,0.01274199982853226
9,SPINT1-AS1,1.5356137,0.004441969225791613,0.012644405803380115
9,UGDH,1.381197,0.0043995417479888626,0.01253544377016569
9,SYT17,2.771045,0.004651418036783097,0.01318059320818621
9,TMEM205,1.1852552,0.004595153390013177,0.013037462122518214
9,KIAA0040,1.5584952,0.004642862642280327,0.013160464599939872
9,MRPL55,1.0230005,0.004634271799611316,0.013138167799742622
9,SIGLEC15,4.5452957,0.004941289768076231,0.013874033399305735
9,PSMD10,1.5379584,0.0049163426846203255,0.013818970979083989
9,SYBU,2.9802709,0.005069320065736586,0.014200519986340148
9,AP1M2,1.3837229,0.0050444604012739,0.01413525022320173
9,SPR,1.7607608,0.005187482718725274,0.014484519291794984
9,SLC1A2,3.014435,0.005235217098411386,0.01459756658097265
9,AC027644.3,2.0316432,0.005292612332932313,0.014736049891626858
9,FAM162A,1.066261,0.0052890608014064125,0.01473183852905563
9,DCTPP1,1.1650239,0.005440624060903148,0.015098314812001128
9,MRPS26,1.155584,0.0054528841907960516,0.015125391235892889
9,MIR200CHG,2.3543842,0.0056324468605343896,0.015549705184420786
9,AP004609.3,3.7472763,0.005722943845804402,0.015753956430204465
9,MAPK3,1.8084903,0.005674652325838064,0.01564002169841365
9,ABCC6,3.7389483,0.005854676472512833,0.01607265188811754
9,KCNE4,1.4943857,0.005725201977235852,0.015757779568987898
9,MRPL13,1.1134232,0.006198280883142797,0.016903300371405066
9,TEX264,1.3600378,0.006288793877000699,0.017121803335595025
9,RBBP6,1.1546578,0.00626059049743915,0.01705526359288841
9,KCNK6,1.4623168,0.006397857195887364,0.017379583004623146
9,EFHD1,1.1210238,0.006341424018150956,0.017244373413894745
9,UQCRC2,1.0620104,0.006522075655521932,0.017677282507124113
9,TP53INP1,1.5342574,0.0067052778477484625,0.018108845581963108
9,FAM25A,5.298287,0.007153092719800332,0.019189597710791862
9,AKR7A3,2.1464758,0.007078810357805068,0.019012830842485177
9,SMIM7,1.1106489,0.0072188737270655005,0.01934602661894091
9,ZFX,1.6787577,0.0073904469083541265,0.01977075429571063
9,AL390294.1,3.339369,0.00750073762971102,0.020021480049149117
9,PXMP2,1.7478955,0.007553462377600791,0.020143072172001297
9,GFRA1,1.5608763,0.007644323190334267,0.020368755912272416
9,ZNF688,1.8554066,0.007809689326904897,0.020760557036047084
9,GPR160,1.5163734,0.007864618688696654,0.020885048423101484
9,HPN,2.214599,0.007965020127774702,0.021114641687068152
9,ETFRF1,1.7602127,0.007945176933520351,0.021071283434370654
9,MINCR,2.0639832,0.007984961495062585,0.021161315353947295
9,ECI2,1.7581244,0.008045964618746739,0.021304712866455387
9,THSD4,1.4873142,0.008017851595843846,0.021236060180868117
9,COPRS,1.1353654,0.007999116901290767,0.021192632573764646
9,C8orf33,1.3211824,0.008100068314083577,0.021435027493342047
9,DGCR6L,1.195463,0.00825848747810646,0.021796971828135673
9,SEPT1,2.401936,0.00849240535353784,0.022337775336281947
9,YIPF6,1.1379209,0.00860091448274349,0.022588927387524087
9,TBL1X,2.0755384,0.008856624079154024,0.023139813301070192
9,GADD45G,1.5521051,0.008813466584263078,0.023043662018309076
9,SPESP1,3.0430589,0.009354134606156602,0.024250915046596214
9,FAM213A,1.3085526,0.009298644580885206,0.024134669289476822
9,CGN,2.6827908,0.009445705140602643,0.024456834321340395
9,CAPS,1.9587494,0.009389867858931878,0.024329636174793907
9,TRAPPC6A,1.1431828,0.009372382181352092,0.024294747862343685
9,NDUFA10,1.0712042,0.009438464637607483,0.024445070508059843
9,LINC02562,3.9644237,0.009650915335748885,0.024924083529152305
9,SEC14L2,2.3547792,0.009749795307907079,0.02515794157244578
9,MUC1,1.0812548,0.009661446328709475,0.02494417285294355
9,CXCL14,1.927343,0.010148218577028304,0.02600463078114109
9,DNAJA2,1.1344054,0.01034247824988532,0.02645007099826061
9,C8orf59,1.0910331,0.010389568390337792,0.026544285583037796
9,CST9L,5.069978,0.010745636328063675,0.027323067711994702
9,PTPRT,2.411737,0.010717024377232192,0.027254138732616152
9,ZSCAN16-AS1,1.7809786,0.01084906525962393,0.027558997472141675
9,GRIA3,4.7068863,0.01180122163452571,0.02962480883105492
9,ZNF667-AS1,1.8434855,0.012734550860050224,0.031626317929481715
9,SCML1,2.1870735,0.012790002926472486,0.031746458037541656
9,PPA2,1.3124385,0.012799661911732419,0.03175738728086142
9,TEKT5,3.3956099,0.013285155388284472,0.032778006223415354
9,SLC7A8,1.7850292,0.013198277356911575,0.03260359411947889
9,ITFG1,1.3427963,0.013234585894870601,0.032671025264376874
9,ARSD,1.5550321,0.013342527416748804,0.032892696108174295
9,GLRX5,1.1648666,0.013340378704794799,0.03289236694580665
9,RAB31,1.1655673,0.013401818018935306,0.03300295547197939
9,NRIP3,2.5672188,0.013715166739199312,0.033678519030271734
9,FZD6,1.7428313,0.013861870050563113,0.03400651216762181
9,COQ7,1.4464673,0.013891900442451335,0.03407096188882632
9,HSPA6,2.188504,0.014451701718563432,0.03527211485827377
9,ATF7IP2,1.9267123,0.014434415127733176,0.035234667791599686
9,SLC6A4,5.865086,0.014717885486523662,0.03585902019008259
9,ITPRIPL2,1.5257826,0.014566373969263675,0.03552035477954554
9,TMEM121,2.5350466,0.014819218767758269,0.03604293285967451
9,DECR2,2.0865169,0.014852133559895928,0.03611329645073555
9,BX284668.5,2.7747123,0.015125158774762918,0.03667385675630383
9,LYPD6B,2.0213442,0.015138290030454513,0.03669097250729362
9,DECR1,1.1549016,0.015067819654749952,0.03654949376176266
9,MRPL24,1.1103631,0.015131786465431384,0.03668011410255077
9,SNAPIN,1.0817463,0.015176886673197179,0.03676977074646422
9,FMC1,1.3193681,0.015562616757762337,0.03754872274297323
9,SCGB1D2,1.3978891,0.015313978186315205,0.037062280718736414
9,SLC27A5,1.8587006,0.01606892806992648,0.03862637039166653
9,FAM110B,1.9645425,0.01622930813691758,0.038955651647138996
9,TMEM116,2.3254447,0.01646909550139544,0.03945748006262161
9,ZDHHC21,1.663472,0.016610370792451302,0.0397172129474693
9,INPP4B,1.8110144,0.01700249214651723,0.04045205081243179
9,SPSB3,1.2187294,0.01697826536519682,0.04040501723446538
9,PNPLA4,1.3910955,0.01729961358881578,0.04106194782302784
9,ATP6V0E2,1.4497107,0.017483600553611263,0.04139566708925175
9,MED13L,1.1598365,0.017409175268739623,0.04124638871996382
9,TPGS1,1.7654568,0.017563752380719427,0.041558300405338866
9,CBLN2,5.2962384,0.0177514005679271,0.04193114908715332
9,C16orf89,3.009634,0.017738899130099458,0.041912542300744635
9,SLC2A10,1.7704952,0.017826984205447538,0.04208226887513316
9,MRFAP1L1,1.2829869,0.017779955374646238,0.04199312717605373
9,TFAP2B,1.6391878,0.017937188906232863,0.04229301668934033
9,TM2D2,1.3189371,0.018072108794510634,0.04256114279824533
9,CCDC74A,1.6346132,0.018254656674340845,0.04294084629324896
9,RBP1,1.1261225,0.018341099937364717,0.04310503287496567
9,ZBED5-AS1,1.6745411,0.018535731239961696,0.04348352532506609
9,REEP6,1.5957279,0.01883256441233145,0.04406581839451816
9,DEGS2,1.2395256,0.01886606189506695,0.04412141710384191
9,FMOD,2.257883,0.019506067140146483,0.04535876100999346
9,FRS2,1.5999302,0.01953838524506079,0.04539506656462663
9,CPNE3,1.0013819,0.02030601716673416,0.04686023846994146
9,MORN2,1.546428,0.020808680621590223,0.04782540302111905
9,AC106782.2,3.7971368,0.02117201795137913,0.04853739337354869
9,TMEM18,1.2464002,0.021002623927480788,0.048185617508346316
9,RGS16,1.4947712,0.020930453091518673,0.04804500024946056
9,SULT1A1,2.003242,0.02171480001214577,0.049624833562804636
9,RILPL2,1.4331985,0.02170773034246541,0.049622723458704394
9,ALDH2,1.2634164,0.02176611832525847,0.04972089948437277
9,ACAA1,1.2086468,0.021876715251610904,0.049938196368964974
10,RPL27A,1.1934632,1.646612596977456e-16,1.0933387012970823e-14
10,RPL13A,1.3587178,7.12838512832668e-15,3.650176192688636e-13
10,RPS2,1.2115184,3.9273409693729914e-13,1.4800604938009192e-11
10,MT-CO3,1.2192781,9.814479460801057e-17,6.790346152135144e-15
10,RPS15,1.0800433,9.099537063067283e-12,2.6952174565722326e-10
10,POLR2L,1.7862408,3.619293694678832e-11,9.480771214370403e-10
10,TOMM7,1.282197,3.176160337365492e-11,8.429613240911314e-10
10,STC2,3.7824903,1.5181655007245068e-09,2.9183230150194206e-08
10,POLR2J3.1,2.6155305,4.430202742914101e-09,7.804303704645667e-08
10,EEF1D,1.0470545,2.3423405152744696e-09,4.3593025174928453e-08
10,HSPB1,1.6282574,1.8660558200431756e-09,3.527215208542507e-08
10,CRIP1,2.7221935,4.959869314092746e-09,8.682427023405796e-08
10,MUC1,3.1070063,9.54290467822914e-09,1.5783232947286462e-07
10,MT-CYB,1.0918392,1.1234333110097282e-09,2.2111265612023173e-08
10,IFITM2,1.8407586,1.727146936444921e-08,2.6804788113816e-07
10,SMIM22,1.950815,2.1670754221663738e-08,3.295518135705525e-07
10,SLC7A2,3.610256,7.704998780763694e-08,1.0509293671851278e-06
10,KRT19,2.0377336,4.3821510120512946e-08,6.254744204366443e-07
10,RPL17,1.5120615,6.38144436712223e-08,8.816801984971392e-07
10,ZFAS1,1.4385877,1.1628523896786208e-07,1.5374927255801867e-06
10,ZNHIT1,1.6904643,1.4275997898015142e-07,1.8524052533809625e-06
10,CA12,2.9021978,2.0185235647708175e-07,2.5444907273018502e-06
10,COL1A1,2.6962554,1.451914554947398e-07,1.8785763838352235e-06
10,FASN,3.2401936,2.763602203107283e-07,3.382566990933539e-06
10,CLIC6,4.7204895,6.536846425463056e-07,7.3965927062652205e-06
10,FXYD3,1.4241167,6.55508402198622e-07,7.412601875642184e-06
10,ADIRF,1.693381,8.533086644485281e-07,9.318027807505101e-06
10,MTA1,2.4687023,2.086828119950762e-06,2.1041430946300178e-05
10,PPDPF,1.1116176,1.39403859366787e-06,1.4573089727461061e-05
10,H2AFJ,1.5929633,2.0130265885412222e-06,2.0374166929361662e-05
10,SLC40A1,2.7115228,2.570368003783067e-06,2.5240011270084325e-05
10,ZNF552,3.2253158,3.23135183569736e-06,3.08938368806361e-05
10,KRT18,1.3797165,2.4165128916793877e-06,2.3910550866524162e-05
10,C19orf70,1.5295933,3.7568860737030595e-06,3.5506295025034075e-05
10,COL1A2,2.1792638,3.779993725570954e-06,3.57060689230978e-05
10,KRT7,1.7674686,4.433951308775937e-06,4.123870465581396e-05
10,TMSB4X,1.2665721,4.365423408150701e-06,4.074769831078669e-05
10,FKBP5,2.6902401,6.117124908265461e-06,5.530430085392919e-05
10,MS4A7,3.094745,6.6696486292709215e-06,5.9881486232191186e-05
10,UQCR11,1.1222811,9.880342414344287e-06,8.557141277822212e-05
10,C1orf21,2.1747618,1.4738738888818421e-05,0.0001217726161520563
10,JTB,1.0219338,1.2783292904568226e-05,0.00010752795845991101
10,DEGS2,2.266343,1.53847571584369e-05,0.00012624694115481472
10,CYB5A,1.3679196,1.518209313644006e-05,0.00012480643073898705
10,ZG16B,1.9835098,1.840266018137041e-05,0.00014793127321849288
10,NPDC1,2.0451553,1.9941198173143383e-05,0.0001588897139712396
10,MALAT1,1.201018,1.883442726062384e-05,0.00015120091361972026
10,S100A14,1.5006105,1.823710466936219e-05,0.00014692622059623485
10,SREBF1,2.3512332,2.220993095659216e-05,0.00017413469656148189
10,KDM4B,2.5599036,2.2914847003390942e-05,0.00017904199639244293
10,TIMM13,1.2134194,2.312427985880103e-05,0.00018044503702130277
10,AZGP1,2.0628219,2.6272561942302144e-05,0.0002022262124535503
10,EVL,1.8272115,3.3941240054156e-05,0.0002562485874475993
10,SPDEF,1.70511,4.20154070399191e-05,0.0003098508069213237
10,PGR,3.2643619,5.1422892421232964e-05,0.0003710759438374562
10,DLG5,2.806145,5.175482733841139e-05,0.0003728774861539679
10,ZNF652,2.2526906,5.332230754249848e-05,0.0003829530383608835
10,MIDN,1.6716436,5.5807755009453574e-05,0.0003984352796598523
10,SIM2,5.352807,6.650190400117522e-05,0.0004659760393619262
10,SERINC2,1.6237319,6.282366145858447e-05,0.00044345970064632427
10,TRPS1,1.3750696,6.335618429696981e-05,0.0004461762054200357
10,TSTD1,1.1947263,6.32423086544255e-05,0.00044589394359345434
10,MAPT,2.819892,8.762715258012234e-05,0.0005979763480793704
10,LAMTOR4,1.0962806,8.44313135470809e-05,0.0005784151249689854
10,TCEAL4,1.4050924,8.764953698057523e-05,0.0005979763480793704
10,TMC5,3.0394952,0.00011276818639415833,0.0007474036251432936
10,NDUFA11,1.155334,0.00010417689434908146,0.0006978619969940131
10,NFIC,1.4263994,0.00011580776405779206,0.0007655898391960601
10,RUNX1,1.7227874,0.00013070067532611326,0.0008513155377781011
10,UFC1,1.1325967,0.00013325527941536605,0.0008654670189761161
10,ELOVL5,1.5634094,0.0001400836193158452,0.000905597634571443
10,LAMTOR2,1.2237298,0.00016930595389767487,0.0010753360288378248
10,SCGB3A1,2.9807513,0.00018226346040475612,0.0011487794668835235
10,GNMT,4.1726065,0.00019542620625408302,0.0012225068345853888
10,KRT8,1.0639491,0.00016823447600323234,0.0010696549794845993
10,GATA3,1.2804699,0.00019928602393439913,0.0012435310691424623
10,TMEM141,1.4356899,0.00021639731850457328,0.0013378697791720329
10,MCCC2,2.0307345,0.0002354718471853978,0.0014376551613101065
10,TBC1D9,1.6594949,0.00025816157854532934,0.001560938937388654
10,GREB1,3.208117,0.0002741753456464537,0.0016435107442239636
10,AP2A1,2.2335894,0.00028235122250263266,0.0016874977284224275
10,ATP5F1D,1.0762851,0.00027727853176972596,0.0016588211040890503
10,ADAM15,1.8757154,0.00031010198122036664,0.0018346013751898125
10,GATA3-AS1,2.0093691,0.00035299194337761505,0.0020567936218598613
10,NINJ1,1.1254911,0.0003789116666656718,0.0021860381227398577
10,GTF2I,1.3730519,0.00039647758782581423,0.0022757913978842734
10,UQCC3,1.3959641,0.0003981038494920643,0.002283679898652737
10,ANKRD30A,1.5406094,0.0004912848915135684,0.002741847668862825
10,NME4,1.40017,0.0005265570799724463,0.0029056012750869205
10,PGGHG,2.5346138,0.0005482792771865681,0.003010802319770046
10,IL6ST,1.4665762,0.0005312636111996846,0.002927117167239113
10,THSD4,1.9135344,0.0005469837207736349,0.0030055089137507366
10,CRACR2B,1.8041304,0.0006045370393491832,0.003279988899216595
10,WASF2,1.1583887,0.0005854693206224875,0.003184291512503631
10,CLDN7,1.357299,0.0006007978098150074,0.0032616537581661095
10,LAMA5,2.9493947,0.0006902297334942663,0.003674535794141135
10,SLC38A1,1.7393702,0.0006798397637624641,0.00362881489921148
10,LGALS1,1.0182942,0.0006496902471365747,0.0034967147000726515
10,COL3A1,1.7692493,0.0007115183930854955,0.0037745665529589634
10,BATF,2.0004876,0.0007692251068819063,0.0040288192754834775
10,CHMP2A,1.0189803,0.0007523426345140205,0.003950670607136631
10,RARRES3,1.4744555,0.0007980363234831809,0.00416287897432507
10,KRTCAP2,1.0823357,0.0007895640467261803,0.004122242936349501
10,ELF3,1.0944407,0.0009045516884899196,0.0046489391713231566
10,DCXR,1.1867162,0.000942442792748251,0.004812298733562689
10,RAB25,1.4791014,0.0009647915784061675,0.004914331926762653
10,METRN,1.7611822,0.0009798686997966582,0.0049781614128963075
10,AC004951.1,2.7482078,0.0010969318579958864,0.005494358604556903
