gene	logFC	pvals	adj_pvals	cluster
MT-ND4	3.8715537	0.0	0.0	0
MT-CO3	3.94889	0.0	0.0	0
MT-ND2	3.798108	0.0	0.0	0
MT-CO2	3.6931384	0.0	0.0	0
ANXA1	3.7576275	0.0	0.0	0
IGFBP2	4.0686116	0.0	0.0	0
ALDH1A1	3.5167034	0.0	0.0	0
MAGEA4	2.7427304	0.0	0.0	0
PGF	2.134624	3.800656222636e-312	4.904072545337e-311	0
CLU	1.3684952	2.9056982134932273e-225	2.168431502606886e-224	0
MATN3	2.500003	4.588030971538901e-132	1.8425827194935345e-131	0
MT1A	2.5084684	1.636578898936458e-130	6.4815005898473585e-130	0
ARC	1.4664224	3.2238988257246893e-128	1.2423502218592252e-127	0
MEST	1.1384661	4.485532644910317e-130	1.76595773421666e-129	0
SLC9A3R2	1.353671	4.9678734100096915e-108	1.698418259832373e-107	0
TPPP3	1.4921616	1.0248573177993575e-84	2.9966588239747294e-84	0
CYTL1	1.2893933	7.232463941514516e-85	2.1209571675995647e-84	0
TNNT3	2.0922983	5.501190105692844e-69	1.4123722992792924e-68	0
C11orf96	1.2464192	1.6061475307281873e-64	3.946308429307586e-64	0
FAM26F	1.0988771	1.5592224734460082e-54	3.543687439650019e-54	0
LY6H	1.425895	2.890884237577198e-52	6.374606918582576e-52	0
VWA1	1.0116515	1.8925425655656337e-50	4.1142229686209425e-50	0
MIA	1.5382442	1.2907464258195214e-47	2.749193665217298e-47	0
SLCO2A1	1.0298432	1.48949044178507e-34	2.8236785626257254e-34	0
CD79B	1.078918	1.3012536651040854e-24	2.2396792858934345e-24	0
CXCL14	1.4333743	6.892554382583287e-24	1.1702129681805241e-23	0
HTRA3	1.6596893	2.1033077595060356e-20	3.43958750532467e-20	0
MT-ND2	3.444435	0.0	0.0	1
MT-CO3	2.9247005	0.0	0.0	1
MT-CO2	2.7932062	0.0	0.0	1
COL1A1	2.8205938	0.0	0.0	1
MT-ND4	2.452384	0.0	0.0	1
PRSS23	3.2952697	0.0	0.0	1
COL8A1	3.0684013	0.0	0.0	1
DLX5	2.5937912	0.0	0.0	1
COL4A2	2.2062213	0.0	0.0	1
COL4A1	1.9314423	3.900752283532057e-258	5.271286869637915e-257	1
CYR61	1.735776	1.441046916865553e-227	1.6283016009780263e-226	1
MEOX2	1.8666313	3.4422485168219603e-171	2.3987794542313316e-170	1
DLX6-AS1	2.596281	3.3335168233250476e-155	2.0388482099847384e-154	1
COL3A1	1.8457549	8.405383488565802e-154	5.063484029256507e-153	1
SNAI2	1.4683223	5.974682015652421e-141	3.264853560465804e-140	1
HIST1H4C	1.6529019	6.929445284747446e-125	3.2840972913495004e-124	1
BEX1	2.8935976	3.227614391998888e-123	1.5082310242985458e-122	1
SFRP2	1.6064551	8.516190697799436e-116	3.8275014372132298e-115	1
MGP	1.9335005	8.295331423377646e-109	3.567884483173181e-108	1
COL6A3	1.8642993	1.7658423906199806e-104	7.373037121586557e-104	1
RASL11B	1.5706801	3.352546528179379e-104	1.38821802409084e-103	1
COTL1	1.336533	1.523904549333216e-97	5.999624209973292e-97	1
SRPX	1.7656504	3.751612406189696e-95	1.44849899852884e-94	1
PTHLH	2.5842767	1.733041328827835e-86	6.145536627049061e-86	1
IGFBP5	1.9017764	2.4978413858298604e-85	8.795216147288241e-85	1
MXRA5	1.5076964	3.7060004690445103e-81	1.2373958160415728e-80	1
MSX2	1.4751465	3.413381483082306e-77	1.108240741260489e-76	1
HBA2	1.4697015	4.434445704323468e-70	1.3417384884488556e-69	1
THBS4	4.1337166	1.7038373287322593e-66	4.989274754706469e-66	1
CRYAB	1.0510614	1.6508960883443123e-65	4.792151199838353e-65	1
OLFML3	1.0288185	4.42601285903246e-65	1.281045690023867e-64	1
BAMBI	1.366019	4.090524510031048e-63	1.1571497906735638e-62	1
APOE	1.0865629	7.856665129235004e-62	2.188486108422007e-61	1
GADD45G	1.1080258	2.3321297570326885e-61	6.487148141954627e-61	1
FAM46C	1.0863669	2.859221323101284e-53	7.340747941209971e-53	1
HOXC10	1.4456011	1.8238024048454074e-51	4.605561628397493e-51	1
PCP4	3.025061	4.650787635395101e-51	1.1714830315856677e-50	1
OSR2	1.0640134	2.044119143699184e-49	5.059700850740555e-49	1
RSPO3	3.2655525	1.4160563519225493e-48	3.496435436845801e-48	1
TMEM100	1.7144911	5.3384728635651714e-45	1.271064967515517e-44	1
ID4	1.1167676	1.243638641796502e-44	2.9470109995177776e-44	1
MATN4	2.7890656	2.8000501964978735e-42	6.496636186770008e-42	1
PRSS35	1.2112763	8.048598184961322e-28	1.5859306768396695e-27	1
STMN2	4.7212763	3.0977219471115784e-27	6.0620781743866506e-27	1
MMP11	1.3821155	1.7946407120352996e-25	3.4479168338814595e-25	1
RP11-168E14	3.7395015	1.617159196408814e-24	3.0657046377418278e-24	1
QPCT	1.1191357	1.7481645030398642e-22	3.222423047078091e-22	1
HIGD1B	1.4883827	1.378240928104556e-20	2.4855562274202992e-20	1
OGN	1.8501995	3.511889567281626e-20	6.27123137014576e-20	1
CA2	1.42343	3.965218535611472e-18	6.8661792824441074e-18	1
CYP26A1	1.5507742	2.148993680764712e-10	3.278403784538081e-10	1
PRSS1	1.3740494	2.3944325969302413e-05	3.140239471383923e-05	1
FTL	1.4603246	0.0	0.0	2
MT-ND4	1.7430089	0.0	0.0	2
GADD45G	4.052845	2.117225868727957e-261	6.721351964215737e-260	2
MT-CO2	1.5190802	0.0	0.0	2
MT-CO3	1.5125592	0.0	0.0	2
CPE	3.4648068	2.7220933905303796e-235	6.89137567222881e-234	2
ITM2A	3.2505023	3.0047283396651844e-212	6.393039020564222e-211	2
NFKBIA	2.1133687	2.761571044395507e-197	4.887736361761959e-196	2
VIM	1.8074235	1.086556293662362e-190	1.7812398256760034e-189	2
CNN1	4.029411	2.0364118653758138e-181	2.888527468618176e-180	2
LUM	5.362271	3.394637813216521e-175	4.352099760534001e-174	2
CTGF	4.0487294	1.1722753926600177e-169	1.4123799911566477e-168	2
DCN	4.442836	8.55764698335944e-169	1.0008943840186478e-167	2
TAGLN	2.7688112	7.105606952865886e-159	7.681737246341498e-158	2
HSPB6	3.9299214	3.4123382231390556e-150	3.4123382231390555e-149	2
SNAI2	2.1995518	8.28948062738039e-144	7.857327608891365e-143	2
ERRFI1	2.993851	3.834719055569588e-133	3.0555530323263646e-132	2
DHRS3	1.7197502	1.158170229134116e-131	9.048204915110281e-131	2
TNC	2.5102115	9.181033531564434e-114	5.904201628015714e-113	2
CYR61	2.0194976	1.1992662607756084e-114	7.838341573696787e-114	2
PLS3	2.145464	1.571222757344161e-113	1.0039762027758218e-112	2
GREM1	3.374369	4.85569307598003e-112	3.053895016339642e-111	2
SPRY1	2.5786366	7.843061348967459e-109	4.826499291672282e-108	2
ID4	2.7102945	5.604971957104388e-104	3.2970423277084633e-103	2
TIMP3	2.0839386	1.3253679111356687e-99	7.42503031448554e-99	2
FBXO32	4.3423934	1.182968767322821e-96	6.429178083276201e-96	2
PHLDA1	2.8175747	1.0408711339392626e-94	5.521862779518635e-94	2
SERPINI1	2.832975	5.124055459006066e-94	2.6968712942137186e-93	2
HBB	3.080954	1.314286089203228e-90	6.637808531329434e-90	2
FBLN1	1.8296067	1.367186415449059e-89	6.785044245404759e-89	2
FRZB	2.8900774	1.2661670694887168e-88	6.268153809350083e-88	2
COL4A1	1.5727421	7.442535869317546e-88	3.657265783448426e-87	2
CITED2	3.328965	6.709922017139718e-86	3.2415082208404434e-85	2
TRIB1	2.3855383	3.6003241990886555e-77	1.5485265372424325e-76	2
COL21A1	2.836893	1.0293068668566546e-76	4.3893683021605744e-76	2
MGP	2.7360628	1.114484231016464e-75	4.70246510977411e-75	2
HGF	4.3372593	3.206530687401107e-73	1.3114644938245837e-72	2
COL3A1	1.5921093	1.3191680014406732e-71	5.214102772492779e-71	2
PTGER2	2.1024861	6.175417326174749e-71	2.4217322847744113e-70	2
F3	2.853099	2.98840511449037e-67	1.1213527634110206e-66	2
C1S	1.3902239	2.1413602600752174e-67	8.050226541636155e-67	2
COL4A2	1.307282	2.7738018315333585e-65	1.0254350578681546e-64	2
SLN	4.562482	2.0013393299558123e-64	7.317511261264396e-64	2
ZBTB16	1.5577737	7.16082633582654e-64	2.58513586130922e-63	2
ICAM1	1.905071	9.402905378505715e-63	3.340286102488709e-62	2
CRYAB	1.7105653	1.952992409988368e-61	6.840603887875195e-61	2
SFRP2	1.8836577	2.513584306374603e-59	8.667532090946906e-59	2
EMP1	1.9095896	1.5122140005190103e-57	5.040713335063368e-57	2
TPSAB1	2.0325634	5.260806670272651e-58	1.7713153771961787e-57	2
MSX2	1.9054034	3.0726935173094535e-56	1.0008773672017763e-55	2
MEOX2	1.2665706	3.9332008187878218e-56	1.2790896971667713e-55	2
ANGPT2	2.3675084	4.743051004123045e-55	1.5300164529429176e-54	2
MFAP4	2.0900807	2.4118184550051277e-54	7.705490271581878e-54	2
INHBA	1.9855134	1.4595301112103462e-51	4.43626173620166e-51	2
LHX8	4.7006927	4.945183237315978e-48	1.4566077282226738e-47	2
SDC4	1.732062	8.482508637991542e-47	2.4586981559395775e-46	2
NDNF	2.5344143	3.077399503547465e-46	8.830414644325582e-46	2
HOXC10	1.9652885	3.687447270053318e-45	1.0475702471742382e-44	2
CRISPLD1	1.5978968	6.325948159722374e-45	1.7895185741788896e-44	2
TIMP1	1.0113184	4.421684464279045e-45	1.2543785714266794e-44	2
INSR	1.4076437	1.169384715434677e-44	3.29868749064789e-44	2
EGR4	3.8415926	7.215492569042309e-44	2.0155007176095836e-43	2
FGG	4.605334	2.2818940834385533e-42	6.268939789666356e-42	2
PRDM1	1.8886659	1.1681249526598622e-41	3.195964302762961e-41	2
RARRES1	2.1958017	1.338254203970492e-39	3.5450442489284554e-39	2
RGS16	1.3316994	4.5655404544478263e-38	1.1920471160438189e-37	2
IGFBP6	1.2801678	6.298976488227445e-38	1.631859193841307e-37	2
SOSTDC1	2.1358185	1.2557333083750958e-37	3.2322607680182648e-37	2
NFKBIZ	1.0483431	9.318824849969333e-37	2.3621862737564848e-36	2
BAMBI	1.5454065	2.110189970353782e-36	5.322042800387848e-36	2
OSR2	1.3541821	3.163175350211164e-36	7.967696096249783e-36	2
CALB2	2.9937344	4.634436578376567e-35	1.1528449199941708e-34	2
PLAGL1	1.1092757	1.8261703975414046e-34	4.514636335083818e-34	2
RERG	3.0281458	3.473291683472108e-34	8.52437776806895e-34	2
S100A8	2.4699886	5.360113670222656e-34	1.3105412396632412e-33	2
KERA	4.4214215	7.473573374993261e-34	1.8250484432217975e-33	2
POSTN	3.6880467	1.1610538182160171e-33	2.8180917917864496e-33	2
NNMT	2.1302538	1.8823606134998263e-33	4.563298456969276e-33	2
TMEM100	2.011933	2.317072795656375e-32	5.51028013235761e-32	2
TFPI	2.147048	1.3152975400111147e-31	3.09118105760544e-31	2
MT2A	1.0833393	1.9281030939166207e-30	4.452893981331688e-30	2
PMAIP1	1.4131919	1.5635276795819302e-29	3.573777553330126e-29	2
RIN2	1.156434	2.9429599308248937e-29	6.703781163610236e-29	2
ADRB1	3.8097823	3.504347131690961e-29	7.97348607893279e-29	2
EFNA5	1.2471857	3.6791753141641263e-29	8.361762077645742e-29	2
RASD1	1.4146886	7.097794266857705e-27	1.5668420015138423e-26	2
C11orf96	1.3412806	2.0630256268776276e-26	4.5093456325194047e-26	2
CCDC80	1.0983311	9.078369399111579e-26	1.9607709285338181e-25	2
SLPI	1.1642592	1.6881052670928253e-25	3.638157903217296e-25	2
DPT	3.1701498	2.40725879396736e-24	5.062584214442398e-24	2
MT1X	1.0019418	2.480782289831963e-24	5.211727499646982e-24	2
HOPX	1.3910456	4.815199880305862e-24	1.007363991695787e-23	2
HOXD1	1.5425339	1.5956660731336103e-23	3.313948230807083e-23	2
HHIP	1.8624945	3.2636172792351336e-23	6.736052175923908e-23	2
LIF	1.5305542	3.4954445487888367e-22	7.1117895194076025e-22	2
FST	1.6370602	5.247058421198378e-22	1.0643120529814154e-21	2
ZFHX4-AS1	1.4431083	8.471555053388004e-21	1.6943110106776007e-20	2
C10orf10	1.2551397	3.3226199252062804e-20	6.559960365658994e-20	2
SOD3	1.5851241	5.231217554556072e-20	1.0277441168086584e-19	2
PI3	3.279772	2.8688189101518507e-19	5.565119127355676e-19	2
THBS1	1.3063047	8.360473422153464e-19	1.6124346040797424e-18	2
IGFBP3	1.0442849	3.4234735002567994e-18	6.502323837144919e-18	2
PRSS35	1.1715662	3.860539992808977e-16	7.064117095716335e-16	2
CXCL1	1.125564	3.74497920008219e-16	6.86522309822583e-16	2
CCL2	1.4769534	5.31711742394274e-16	9.711629998068932e-16	2
ENPP2	1.5357025	1.0914158171914941e-15	1.9843923948936255e-15	2
CYP1B1	1.704908	2.0945117474217437e-15	3.784122398232599e-15	2
GSC	1.7434593	4.131031362080098e-15	7.429912521726794e-15	2
SCG2	4.1978946	1.4423051989053538e-13	2.5105399458752896e-13	2
AGTR1	5.061873	2.567981934230494e-13	4.4544352718655575e-13	2
IFITM5	1.2538455	6.8594447313904254e-12	1.1567360423929892e-11	2
CLDN11	1.3461939	7.668928071885295e-12	1.2910653319672214e-11	2
COL9A1	1.1850327	2.5469867557565442e-11	4.241443390102488e-11	2
ALDH1A2	1.4121269	2.6138988899082166e-11	4.3492494008456185e-11	2
WNT16	1.2413785	6.685527356507357e-11	1.1041333371605873e-10	2
FIBIN	2.1218212	1.0366965959867418e-10	1.7022932610619735e-10	2
SAA2	2.8171792	7.013379691225069e-10	1.1176700703147522e-09	2
SFRP4	2.8327174	2.843948429962412e-08	4.3352872407963595e-08	2
LCN2	1.6597356	6.428750107317937e-08	9.703773746895001e-08	2
ADCYAP1	2.449436	2.0174967189824013e-07	3.011189132809554e-07	2
SAA1	2.265776	2.303632246699473e-07	3.433133005513372e-07	2
RFPL4B	4.215476	2.3683894852684893e-07	3.5243891149828705e-07	2
HCAR2	1.6204628	3.437579262606298e-07	5.081417978723278e-07	2
LYPD2	2.4929137	7.423267475452519e-06	1.0507101876082829e-05	2
CYP26A1	1.4751685	2.4754465528558418e-05	3.433351668316008e-05	2
PCK1	2.6188025	5.1503051117991416e-05	7.064890413990592e-05	2
MATN4	1.142371	5.289244547037273e-05	7.2505065757879e-05	2
CTSV	1.5029446	0.00010828738280022094	0.0001468303495596216	2
RP11-168E14	1.0855867	0.001125283650518071	0.0014585659760441622	2
SST	2.9774878	0.021356666465778624	0.025470085230505216	2
SAT1	4.059222	0.0	0.0	3
FXYD3	6.7679515	0.0	0.0	3
FTH1	2.6393979	0.0	0.0	3
MSLN	5.844747	0.0	0.0	3
CCND1	4.360108	0.0	0.0	3
CLDN7	4.793098	0.0	0.0	3
C19orf33	5.779554	0.0	0.0	3
ALDH1A3	3.7054675	0.0	0.0	3
MT-CO2	2.7402148	0.0	0.0	3
KRT19	5.774646	0.0	0.0	3
MUC1	5.114171	0.0	0.0	3
MT-CO3	2.6394074	0.0	0.0	3
MT-ND4	2.5795865	0.0	0.0	3
TMSB4X	2.548014	0.0	0.0	3
CLIC3	4.4214816	0.0	0.0	3
SLPI	6.6267266	0.0	0.0	3
LGALS3BP	3.4199555	0.0	0.0	3
ADIRF	4.604897	0.0	0.0	3
KRT18	4.8820977	0.0	0.0	3
EPCAM	4.4089684	0.0	0.0	3
GPRC5A	5.2063684	8.343536937616819e-306	2.383867696461948e-304	3
WFDC2	4.9069076	1.326196046701354e-294	3.489989596582511e-293	3
FMO2	7.3580112	3.7698480210390697e-281	8.870230637738988e-280	3
APOE	4.4728465	2.2942964497298474e-282	5.595844999341091e-281	3
IGFBP6	3.9031718	1.9638604877298447e-281	4.675858304118677e-280	3
S100A4	3.6781807	2.6316186616625328e-269	5.599188641835176e-268	3
EZR	2.799068	1.6021290517503874e-265	3.3729032668429205e-264	3
FBLN2	3.5855951	8.452190769857438e-248	1.6572923078151838e-246	3
CLDN3	5.2393456	4.002614791575853e-244	7.344247323992391e-243	3
KRT14	7.0013375	1.2735801064592445e-240	2.3156001935622627e-239	3
MT-ND2	1.6029814	0.0	0.0	3
KRT8	4.041869	2.4487242073303478e-234	4.150380012424318e-233	3
SPON2	3.430502	2.4023241905524945e-232	4.003873650920824e-231	3
PTN	4.1651964	2.624571838302682e-226	4.1659870449248923e-225	3
PTGDS	4.1910396	7.768003977288804e-222	1.185954805692947e-220	3
IFITM1	2.32445	2.0526223299340085e-238	3.698418612493709e-237	3
DUSP2	3.1168213	1.94667079207038e-219	2.841855170905664e-218	3
CLU	1.951256	9.253127617866018e-213	1.2941437227784642e-211	3
MSX2	3.1082819	9.793515844398584e-200	1.2090760301726648e-198	3
CXCL1	5.3798532	4.027310306533344e-190	4.550633114726942e-189	3
ANXA3	5.1624336	2.8419479634452346e-188	3.175360853011435e-187	3
IFI6	2.375656	1.8603211990641983e-191	2.1506603457389577e-190	3
KLK10	5.0912247	1.0253927702976892e-184	1.096676759676673e-183	3
HBA2	2.969577	2.07371527888209e-170	1.9939569989250867e-169	3
IER3	2.420589	1.1716126732863042e-172	1.1430367544256626e-171	3
ELF3	6.861127	6.648403753554309e-163	5.883543144738326e-162	3
KLK5	5.41303	5.579544203880706e-162	4.915897976987406e-161	3
ERRFI1	2.8378725	5.503584690924123e-164	4.935950395447644e-163	3
NFKBIA	1.9248303	1.0730139179346992e-159	9.290163791642417e-159	3
PHLDA2	2.922587	6.073658146620714e-152	4.801310787842462e-151	3
HLA-C	1.4472488	2.4732935970185156e-164	2.2382747484330458e-163	3
ID4	2.9415812	2.1138340645963798e-141	1.5317638149249127e-140	3
KRT17	4.1435885	9.211602597051232e-140	6.579716140750879e-139	3
EFNA1	2.2311358	3.006144353737962e-135	2.0380639686359066e-134	3
KRT7	3.849236	4.6816119741099165e-130	2.991445350868956e-129	3
KRT15	5.8029356	8.084271140506574e-128	5.052669462816609e-127	3
RARRES1	4.6574545	2.321334265186605e-126	1.424131451034727e-125	3
BHLHE40	1.9013757	3.79765976571158e-128	2.388465261453824e-127	3
IFITM5	3.9010167	4.381201531872744e-116	2.4475986211579576e-115	3
KLK8	3.9775	1.290532927996095e-109	6.828216550243889e-109	3
SERPINE2	1.9508442	7.605248772429822e-109	3.992256573453975e-108	3
CARD16	2.4300823	1.0922394070714922e-99	5.34102399545962e-99	3
FBLN1	1.3280038	4.497363631556525e-101	2.243074130452132e-100	3
PDLIM1	2.4029493	1.391760343599677e-94	6.473303923719428e-94	3
ASS1	2.097832	1.0462860571288007e-93	4.810510607488739e-93	3
SLC9A3R2	2.0358663	4.6709385464302656e-92	2.06678696744702e-91	3
TNC	1.8598359	3.711390984524094e-91	1.6242411310827544e-90	3
RASD1	2.5051835	9.437443296188588e-83	3.836359063491296e-82	3
PLK2	2.0781956	1.4361594006190243e-82	5.80266424492535e-82	3
TM4SF1	2.7012231	1.2310748865819896e-81	4.944075849726866e-81	3
EDN2	4.300841	5.493705438479115e-80	2.1843759198724116e-79	3
TIMP1	1.1848788	5.948503964517445e-77	2.323634361139627e-76	3
LECT1	3.5084484	1.1981025886358675e-74	4.5642003376604475e-74	3
DLK1	2.3136775	4.2465814120657275e-73	1.590479929612632e-72	3
EFNA5	1.8064175	6.438024683878266e-72	2.3539395553485432e-71	3
SDC4	2.15782	8.615585605852159e-69	3.039007268378187e-68	3
CRYAB	1.6194216	1.7172650090418987e-68	6.025491259796136e-68	3
CLDN4	3.9137561	1.0730784285652647e-66	3.7130741472846533e-66	3
MT1X	1.3707567	1.4352306523942673e-64	4.8817369129056714e-64	3
FST	3.5117898	2.0811022932349357e-62	6.891067196142171e-62	3
IGFBP3	2.0721867	4.6119282663541654e-62	1.5121076283128412e-61	3
C15orf48	3.8737602	3.841019197351484e-60	1.2491119340980436e-59	3
S100A16	1.7001668	1.0757676779191582e-59	3.492752201036228e-59	3
OVOL1	4.5219836	3.9955169967579985e-57	1.2447093447844231e-56	3
ZNF165	3.3598115	6.176661263053331e-56	1.9063769330411516e-55	3
TPSAB1	1.9928914	2.5890638004027706e-56	8.040570808704256e-56	3
BAMBI	1.7381808	8.947858018929622e-55	2.7155866521789446e-54	3
C1S	1.038457	4.96735605819431e-54	1.4961915837934668e-53	3
TACSTD2	4.36848	1.0432248905699072e-52	3.0503651771049916e-52	3
VWA1	1.6446159	4.989632414150372e-53	1.4632353120675578e-52	3
CASP4	1.3773293	4.192520154798486e-53	1.2354463746961654e-52	3
PRKCDBP	1.5634674	1.3814620764665553e-52	4.033465916690672e-52	3
CFD	1.9222655	3.0147582645058647e-50	8.663098461223749e-50	3
HBB	2.4424798	1.4166114801591782e-48	3.9960831598284294e-48	3
CHI3L1	3.3953414	3.8600277599347534e-48	1.0842774606558297e-47	3
TC2N	2.0626438	5.82078381320115e-48	1.632661241832443e-47	3
EDN1	3.959223	1.2286803910744771e-46	3.408267381621296e-46	3
CXCL3	2.3345327	5.936909500176664e-46	1.6310190934551276e-45	3
NPY	5.6149282	1.9545270238512015e-45	5.347543156911632e-45	3
AGR2	4.481302	4.61894784590212e-45	1.2551488711690544e-44	3
ARC	1.3957372	3.5754799489063167e-45	9.729197139881134e-45	3
SOST	4.8356676	5.0101667114685e-44	1.3468190084592742e-43	3
NFKBIZ	1.1317623	2.1115763914088294e-44	5.706963220023863e-44	3
BIRC3	2.0215228	9.564748842337415e-42	2.5337083026059377e-41	3
GADD45G	1.2582836	9.195037713421092e-42	2.4390020460002897e-41	3
MT1E	1.447069	3.48086698002122e-40	8.982882529087019e-40	3
RNF39	3.6012611	1.132470881833377e-38	2.8597749541246894e-38	3
CXCL6	5.097611	2.0586018085730922e-38	5.178872474397716e-38	3
OAS1	2.0612862	5.319803798969468e-38	1.329950949742367e-37	3
TINAGL1	2.3932967	3.5199420121305323e-37	8.680498180346565e-37	3
ARID5A	1.1161866	8.438460996304251e-36	2.0481701447340416e-35	3
ACP5	1.8643053	7.126099762082276e-35	1.7130047505005473e-34	3
CXCL16	1.2550614	2.1708956061204438e-33	5.090024867808778e-33	3
KRT16	5.1764965	5.388853320880239e-33	1.247419750203759e-32	3
LCN2	5.055029	7.35099573360126e-32	1.676395834344643e-31	3
C10orf10	1.4032657	5.045434466699237e-31	1.1440894482311195e-30	3
MT1G	2.880462	2.32094744957839e-29	5.163398108072058e-29	3
CXCL2	1.5564947	3.156650690330762e-29	7.014779311846138e-29	3
SQRDL	1.4960938	4.3257590773005046e-29	9.602128917426203e-29	3
CAV1	1.4238884	1.085528714620471e-28	2.3963106283012607e-28	3
F3	1.5554993	5.957166740560261e-27	1.286645084354268e-26	3
CITED2	1.3192829	1.6430998065774577e-26	3.514651992679054e-26	3
FGF19	1.8850613	2.2464422634329782e-26	4.7898555723517663e-26	3
MX1	1.4969146	3.5391331058951406e-26	7.514083027378218e-26	3
LTF	5.6696324	2.1667232203097848e-25	4.556726015372839e-25	3
VWA5A	1.022865	2.3751733358537633e-23	4.8324991573830383e-23	3
S100A8	2.5257647	3.165763957861927e-23	6.421427906413645e-23	3
DUSP4	1.3078476	2.8976454840244634e-22	5.806904777604135e-22	3
SLN	2.1738884	3.788384080949641e-21	7.457448978247325e-21	3
CTSV	4.149323	8.028026372928163e-21	1.5741228182212085e-20	3
DIRAS3	1.4664981	1.6569531134621558e-20	3.239400026318975e-20	3
PI3	3.807609	3.3061304344187264e-18	6.214530891764523e-18	3
CYP26A1	3.0870163	1.2027054055196995e-16	2.2027571529664824e-16	3
FMO1	3.1965535	3.2093082498101584e-16	5.813964220670576e-16	3
C6orf15	6.243864	3.4421261939528684e-16	6.218836845443304e-16	3
ADM	1.0634729	3.416645734568713e-16	6.178382883487726e-16	3
NCCRP1	3.8405678	9.33571333706171e-15	1.649419317502069e-14	3
SCGB3A1	2.6609983	1.135325732817242e-13	1.9693421211053632e-13	3
EFEMP1	1.5286222	4.598903200501918e-13	7.841267179031403e-13	3
IFIT1	1.0304133	5.26906339345375e-12	8.833299905203268e-12	3
LEFTY1	4.6300583	5.6286191858891523e-11	9.27284874116829e-11	3
CLDN1	1.7984035	7.800502786260212e-11	1.2777236341130567e-10	3
GDF15	1.9102211	9.232252966183613e-11	1.5085380663698714e-10	3
SAA1	4.7965207	3.6489885507117576e-10	5.857124479473126e-10	3
GJA1	1.009535	5.985228653956518e-10	9.515466858436437e-10	3
TFPI2	3.2106736	1.4553306905399744e-09	2.2775128177464387e-09	3
LYPD2	3.887213	4.2567194713265025e-09	6.569011529824849e-09	3
SPTSSB	3.476658	7.071068823195989e-09	1.085352083376207e-08	3
SAA2	3.9597619	1.1081220894512486e-08	1.6904989922978624e-08	3
ZG16B	4.2073836	1.3918154595942244e-07	2.0619488290284805e-07	3
S100A9	1.1032666	6.451791378801745e-07	9.418673545695978e-07	3
FGFBP1	3.1180005	1.1299087287049904e-05	1.57368903719358e-05	3
NTS	3.1639946	1.6032737126687212e-05	2.2190639621712402e-05	3
DEFB1	4.8649015	3.3566233874064704e-05	4.5949669916584124e-05	3
GAL	2.1644745	3.814465956649857e-05	5.2145809386874326e-05	3
PIP	6.704123	5.380150453231216e-05	7.295119258618597e-05	3
SPINK5	2.1514816	6.86708318356565e-05	9.267318736255939e-05	3
RP11-168E14	1.2597638	0.00012900453644006124	0.0001726968359304702	3
IGFL1	3.5570548	0.0006267667311497971	0.0008124001699932562	3
PTX3	1.3206546	0.002018995722106081	0.0025190214873438317	3
KRT6A	2.9423268	0.0021352321565754474	0.0026623842351314805	3
SLC6A14	4.0752077	0.002507853822380004	0.0031018600153123114	3
TFF3	1.1165711	0.007085572788673119	0.008562625726493195	3
SST	2.4284446	0.007532072312400075	0.009080255952260488	3
OLFM4	1.352569	0.010071126259719395	0.012032408912448502	3
CALML5	3.3602412	0.0156644862393932	0.018483169604003778	3
RAB25	1.2880849	0.03235697582464232	0.037385298468679745	3
MT-ND4	3.6362379	0.0	0.0	4
MT-ND2	3.6115239	0.0	0.0	4
MT-CO3	3.6329014	0.0	0.0	4
MT-CO2	3.1291347	0.0	0.0	4
ANXA1	3.5712943	0.0	0.0	4
IGFBP2	4.015579	0.0	0.0	4
ALDH1A1	3.1511774	9.071565599396577e-288	2.296598885923184e-286	4
DLX5	3.4539032	4.8341331267851235e-214	6.95558723278435e-213	4
NTRK2	3.7538357	4.0820358532882767e-190	4.665183832329459e-189	4
MAGEA4	2.6098673	6.63820337390379e-187	7.13785309021913e-186	4
WIF1	2.928914	6.102021311128673e-149	4.767204149319276e-148	4
DLX6-AS1	3.7486053	2.0803660223411177e-108	1.0480433361919988e-107	4
GNG11	1.4472272	3.9537013353410646e-98	1.7971369706095747e-97	4
INHBA	2.1134913	2.1201111183561467e-95	9.464781778375655e-95	4
CRABP1	2.845494	1.5819979128826872e-89	6.564306692459284e-89	4
COL8A1	1.6360592	7.94229216837484e-74	2.8114308560618905e-73	4
MT1E	1.9895152	6.589403309210568e-70	2.2374883902243017e-69	4
TIMP1	1.0953658	4.287359301956259e-67	1.4103155598540325e-66	4
CPE	1.4243212	8.661301322945008e-65	2.798481849093702e-64	4
CLU	1.3275994	2.0022176958950485e-61	6.179684246589656e-61	4
SERPINE2	1.6342552	3.192615424451122e-61	9.823432075234223e-61	4
IGFBP5	2.5353541	3.8221422383202556e-58	1.1409379815881359e-57	4
ADIRF	1.6174358	1.534204506202031e-56	4.459896820354742e-56	4
SLC9A3R2	1.6408215	1.0063360839816623e-55	2.891770356269145e-55	4
MT1M	2.6012018	1.0998414157239173e-52	3.025698530189594e-52	4
FST	2.5514588	1.3120183653689722e-44	3.300675133003704e-44	4
EDN3	2.3409305	4.6085124464177244e-40	1.1025149393343839e-39	4
PTGER2	1.5339522	4.002647530597828e-40	9.598675133328125e-40	4
RASL11B	1.3618201	9.559960608367354e-40	2.2761810972303225e-39	4
MT1X	1.0263704	7.96576124987109e-33	1.741149999971823e-32	4
