names	scores	logFC	pvals	adj_pvals	cluster
BIN2	2.8522117	1.8614076	0.005273572968513901	0.010250316737853163	2
SASH3	2.8420265	1.8748674	0.005422382839903019	0.010500893392789127	2
EPB41L2	2.8340764	1.4944077	0.005534520717571564	0.010684458752051687	2
SLAMF9	2.8112714	4.666271	0.006012734332980631	0.011529347877718438	2
HACD4	2.8023999	1.5054221	0.006065542657961617	0.011624574751643245	2
GBE1	2.7845669	1.574102	0.006410620192169361	0.012216215373938005	2
TMEM173	2.7806368	1.4208611	0.006466656108016404	0.01231030104024761	2
SFMBT2	2.7782743	2.2097704	0.006566287360947325	0.012487098197992982	2
CH25H	2.7738352	3.5966632	0.006677061955584055	0.01266516628638762	2
ITGB7	2.7737305	2.0784936	0.006623983922032476	0.012571413797576807	2
IL2RG	2.7703612	1.1327766	0.006555263215217768	0.012472552821951418	2
GPR132	2.769984	2.863419	0.006722212226145116	0.012744265867422371	2
PLAC8	2.7623081	2.475909	0.00685150568841153	0.012976070486253512	2
BHLHE41	2.758718	1.5118451	0.006898086527325505	0.01305091127417703	2
GLA	2.7567925	1.3347715	0.0069112339344456035	0.013069093852495653	2
AC004817.3	2.7359507	6.0595536	0.007445306306970221	0.014035921838905594	2
MT-ATP8	2.732253	1.2348956	0.0074075685655187505	0.013971907018678807	2
DDX58	2.7205098	1.849494	0.007702884438556078	0.014462478658772716	2
FAM26F	2.7012098	26.605814	0.008210305541579813	0.01532175705865526	2
LILRA2	2.7011921	4.527993	0.008201947193381878	0.015321635429497492	2
VPS13C	2.6996207	1.2150214	0.008133033374779249	0.015223687092101987	2
MOB3B	2.6995428	2.3375466	0.008190939761737686	0.01531655992895787	2
ARHGEF40	2.697059	1.8302426	0.008209394459552448	0.01532175705865526	2
CPQ	2.6928556	1.1979886	0.008245210284054389	0.015379127713064596	2
ITSN2	2.6743298	1.0861899	0.008694846512520532	0.01616069309042423	2
ADAM9	2.6636164	1.2696724	0.009008580760280506	0.01666001296758582	2
FMNL3	2.6580136	1.8507808	0.009155826485632401	0.016898490941264596	2
APOBEC3G	2.6548533	1.2149014	0.009118404802409519	0.01683783395547385	2
KCNJ5	2.653607	26.403381	0.009366316902796936	0.01726111768370807	2
CX3CR1	2.6497536	4.4437723	0.009450881104451817	0.01739960422568483	2
APOL6	2.6454086	1.1198661	0.009437243173517006	0.01738315729119907	2
PPM1M	2.6391313	1.5441288	0.009611634931509634	0.017669149787028906	2
CD209	2.6317728	26.2332	0.009944358551174258	0.018226391292950835	2
ACSL5	2.6263468	1.9048184	0.010004853822871808	0.01831002222660294	2
OLFML2B	2.6206372	2.0111415	0.010156350074427035	0.018513918857922	2
CARD8	2.6148567	1.4084971	0.010286871940000632	0.018733362157862164	2
GPR155	2.6144266	1.9232363	0.010348838466847613	0.018827650484983718	2
IQGAP2	2.6072435	1.2303779	0.010498490111237485	0.019034308616792204	2
WNT5A	2.6055686	2.3039482	0.010620921179080495	0.019227978322735144	2
WDR91	2.6052196	2.6601653	0.010648671515377383	0.019259852602453328	2
CCR5	2.6031446	2.4632561	0.010648952332019524	0.019259852602453328	2
FYB	2.6025221	5.610035	0.010763724501237875	0.019429390342977013	2
TMEM37	2.5932958	3.8980784	0.011022301136623582	0.019867025707231284	2
AKNA	2.5855792	1.4624681	0.011128380890564199	0.0200289173846248	2
AC096667.1	2.5749974	26.369093	0.011601566702285585	0.020789422388431247	2
KLF2	2.572132	1.1879203	0.01155270934363993	0.020711917042576196	2
EPHB2	2.5711474	3.0225296	0.011682266522513628	0.020893501839635942	2
TMEM255B	2.5667791	2.402393	0.011798257384864789	0.02105000532934592	2
USP3	2.563509	1.0865294	0.01179132840304584	0.021047806014132548	2
ST3GAL5	2.5366056	1.8884014	0.0127606625641848	0.022625071101085813	2
IFFO1	2.5349813	2.4384348	0.01284473836430829	0.022741403093492638	2
COMMD9	2.5335767	1.0979409	0.012792787393582205	0.022660282559581135	2
IL1A	2.5304332	6.087982	0.013069610358470318	0.023051174355392754	2
LPIN2	2.5228512	1.2293744	0.013173434037273245	0.023223205518952596	2
GSAP	2.522137	1.5879415	0.013231729065535705	0.023303736366613172	2
TBC1D2B	2.5180402	1.518673	0.013372890877216062	0.0235187205099064	2
ATP5E	2.4995112	3.0947745	0.014150515348531931	0.0247919175973568	2
RALGDS	2.4889007	1.190055	0.01441044562372518	0.025187604815356923	2
CREB5	2.487402	1.4199047	0.014479203606369949	0.025295819066447737	2
ZNF641	2.4872448	2.0363321	0.01455888411455973	0.025398997546410864	2
ELMO1	2.4758728	1.4651964	0.014939720288878149	0.02601426317973834	2
PDE4DIP	2.4683907	1.1467674	0.015256570305323288	0.026516005304877494	2
PIK3CD	2.4601307	1.8927945	0.015599828107647292	0.027074384620834543	2
FHAD1	2.4595263	2.8329513	0.015675096784253308	0.027192245360476982	2
AC103591.3	2.4575138	2.0818882	0.015758316575082896	0.027310966109254833	2
ITGAL	2.4351718	1.8073994	0.016645704393190422	0.028719242862775912	2
AC245128.3	2.4326441	7.881955	0.016901741774278528	0.029115121611169775	2
U62317.5	2.4252615	2.4019306	0.0171409467567384	0.029485939602489936	2
DNAJC13	2.4131982	1.4481856	0.01764710690112344	0.030229976819495182	2
ATP5L	2.4005027	2.946826	0.018311994280078143	0.031296400955082675	2
AL360012.1	2.397296	3.3883564	0.018481671136811224	0.031496146745179227	2
IL21R	2.395007	2.3058097	0.01852566131717709	0.031538898927620365	2
PPP6R1	2.3943217	1.1613624	0.01848853647910521	0.031496146745179227	2
CPNE8	2.3932836	1.6457586	0.018530703537716863	0.031538898927620365	2
EGR2	2.3850224	1.407356	0.018970046299248707	0.03219766700768212	2
PRAM1	2.3724182	5.499465	0.019725219358436	0.033372108758892405	2
GPBAR1	2.3696356	6.563954	0.01986917846028489	0.03359960613342986	2
ATP5J2	2.364288	3.0489028	0.020089814649341956	0.03391889931046314	2
JAZF1	2.362621	1.8815765	0.020094308684872476	0.03391889931046314	2
CATSPER1	2.3460524	3.586873	0.021057047533346276	0.035398448878851	2
FNDC3A	2.3454947	1.0847875	0.0209277538120636	0.03519710984778107	2
ATP5J	2.3392723	2.625735	0.02136958986978255	0.03584232163815094	2
SQRDL	2.3348277	5.2950115	0.02169526975352788	0.036322619727814004	2
ENPP2	2.330106	2.087517	0.02183168885301771	0.03651792227790875	2
LRMP	2.3259265	2.3565454	0.022084181747732055	0.03684020386359817	2
ARHGAP9	2.3175986	1.4496752	0.022438439947264903	0.037330047548466375	2
EBI3	2.3085942	4.3614917	0.023156412542519992	0.03836903333839075	2
MSL3	2.3072205	1.0865325	0.023068406184729103	0.0382575228243151	2
TIPARP	2.3057055	1.0122145	0.023119227810391878	0.03832460599344907	2
C19orf43	2.3028593	2.5975463	0.023429617088238545	0.0387869333069182	2
ANKH	2.2974346	1.1652039	0.023623485458079144	0.03905538199892726	2
PCOLCE2	2.2965045	2.9147186	0.023815796577627536	0.039338117279541236	2
LINC01678	2.2952104	4.8614655	0.023956131951816496	0.039499289407390434	2
SIRPB1	2.2918117	5.424168	0.024163399880468433	0.039787772976083276	2
EMB	2.2917209	1.105634	0.02390482602692392	0.039467530013174205	2
SNHG12	2.2912662	1.0133586	0.023948941971661086	0.039499289407390434	2
ACOT11	2.285886	2.1740785	0.024416701761254343	0.04015118513922332	2
IGLC3	2.2851307	1.1378119	0.024155207080357226	0.039787772976083276	2
RASSF2	2.28478	1.9445977	0.024450091315351172	0.04018820614333745	2
GIMAP6	2.2795253	1.6607542	0.024729716735731346	0.04061169037267881	2
C14orf2	2.273366	2.786236	0.025242661405328867	0.041398861026493636	2
PNPLA6	2.270522	1.5034677	0.025293072515323173	0.0414631335155808	2
IL2RA	2.2680805	2.3617346	0.025454708634920588	0.0416911118821062	2
SLC36A4	2.2678843	1.4642718	0.025486388605061985	0.04172450416291716	2
ATP5G2	2.2630403	2.8952007	0.025904106784242976	0.04233333682785396	2
IGHA1	2.261628	1.1164225	0.0257619409600912	0.04213827881697078	2
PARP10	2.2551823	1.0574094	0.02620429716543335	0.042804985864843596	2
SNX18	2.2531593	1.4142265	0.02644208852676014	0.043155263739566574	2
ATP5G3	2.2505524	2.9008965	0.026701018374245652	0.043539392273979564	2
BTN3A3	2.2498634	1.8097925	0.026676301091064406	0.043518292508381004	2
KBTBD8	2.245807	4.659686	0.02706597018777319	0.04401794007210473	2
GIT2	2.2456388	1.1010048	0.026828763545480642	0.04368946870861381	2
OASL	2.2386174	1.3422744	0.02729075408807839	0.04430550806478455	2
GAB3	2.2247393	2.3051734	0.02836930276476609	0.045866186135183194	2
C10orf54	2.2225537	5.9392576	0.02866273771490282	0.04624839120374057	2
SPN	2.2223864	1.6717952	0.028483873438420713	0.046020075362905345	2
HPGDS	2.2221272	3.4684072	0.02861300793426075	0.046188319928830705	2
ATP5F1	2.2155867	2.669789	0.029073427968887545	0.04684968004580875	2
AC026369.3	2.2139308	7.8798037	0.0292775568709002	0.04711697414546004	2
CCL20	2.2116725	1.370528	0.02918823575292522	0.04699369547148526	2
TCEB1	2.2108917	2.711559	0.029411447829851025	0.04731184141545474	2
HCAR3	2.204839	6.117447	0.02992819605186553	0.04812214291194218	2
SLC9A9	2.2031586	2.4546242	0.029970761996710865	0.04816193187601683	2
LINC00998	2.2013357	2.8561797	0.030107857691327462	0.0483269045045417	2
NFKBIE	2.2002387	1.1212438	0.02997901036937448	0.04816193187601683	2
JAML	2.1995125	1.9451016	0.030187730836915522	0.04843407096934557	2
RASSF5	2.1956174	1.3806683	0.030379077541599776	0.04867766327676113	2
ATP5H	2.19481	2.6957588	0.030594228221228214	0.04895871514830587	2
ATP5I	2.190162	2.4376624	0.030884400690837487	0.049316275087573254	2
DAPP1	2.1899023	1.3935021	0.030818929119104617	0.049240521283934205	2
GNB2L1	2.186254	2.2887297	0.0311558206717197	0.04970671734974279	2
CRYAB	10.909231	3.733578	7.456808659654614e-16	7.06484820446764e-14	5
KRT7	10.78541	2.5410402	3.2182144460332224e-16	3.6034249630584116e-14	5
SFRP1	8.2780695	3.4464154	1.9707939023832946e-11	6.620075881187521e-10	5
KRT17	7.9685454	3.5762255	5.738587738561433e-11	1.710006588224556e-09	5
FBXO32	7.4945073	3.099862	4.282616577690698e-10	1.0342658989913155e-08	5
KRT14	7.096479	3.2018905	1.6451122765898203e-09	3.3959161240220034e-08	5
CALD1	6.99431	2.1387036	2.023099531157633e-09	4.0848922227472424e-08	5
TAGLN	6.791346	3.7518573	6.589180694414867e-09	1.1818943041681037e-07	5
ANXA1	6.7342863	2.1478486	6.3780132823522755e-09	1.1495980038191053e-07	5
GABRP	6.60521	3.087346	1.3413145877781806e-08	2.273466698091916e-07	5
SYNM	6.4200344	4.9093494	3.046604903079387e-08	4.915810094706697e-07	5
TM4SF1	6.1661353	1.7024971	5.067500246777966e-08	7.769466145993603e-07	5
KRT15	6.055567	3.2285495	1.1071892959700356e-07	1.482269727756986e-06	5
SAA1	6.0379763	3.0803387	1.1415700646341821e-07	1.5173026578501088e-06	5
NDRG2	5.8248057	2.6510146	2.643222875870948e-07	3.1303552969048567e-06	5
KRT23	5.814197	2.9805846	2.796839196747643e-07	3.270354693665361e-06	5
DSC2	5.585964	2.5564508	6.480512144828071e-07	6.92066253616755e-06	5
ACTA2	5.583156	3.384154	6.681302697998508e-07	7.114528377263541e-06	5
MIA	5.5220566	3.58978	8.641817786339458e-07	8.9695271686866e-06	5
KRT5	5.49935	2.7715938	8.769332102424773e-07	9.051028524709367e-06	5
CSRP1	5.4699764	1.980477	9.410835004519911e-07	9.659176483805853e-06	5
ACTG2	5.4203606	5.4150343	1.290424021509488e-06	1.241697072780614e-05	5
TUBA1A	5.3518877	1.7168115	1.4070536941279922e-06	1.3434272350911967e-05	5
S100A1	5.328511	3.0160615	1.7400790378594652e-06	1.6154753881634983e-05	5
CLU	5.3005414	2.0405922	1.7684628539235797e-06	1.637711840914192e-05	5
MFGE8	5.1404004	2.0002704	3.137062726190382e-06	2.7273992407702265e-05	5
MYL9	5.091426	2.361925	3.924151215668237e-06	3.2953951686123036e-05	5
PTN	5.076646	5.597686	4.523222779047257e-06	3.7389951160133366e-05	5
MYLK	5.0407734	3.0780041	4.96817814641283e-06	4.0885118599098904e-05	5
PCSK1N	5.026101	3.3652225	5.243090436179453e-06	4.3051598137073506e-05	5
PRNP	4.969227	2.057882	6.067857377740527e-06	4.8846912877453696e-05	5
STAC2	4.9016213	4.869055	8.404530049786978e-06	6.496807224678427e-05	5
NNMT	4.822833	2.15113	1.0204843937648873e-05	7.695285377471956e-05	5
AARD	4.783385	2.5253022	1.2303190437993683e-05	8.966526364573306e-05	5
RARRES1	4.647863	2.3366396	1.9515521743624645e-05	0.0001345333075423378	5
PROM1	4.6230483	3.691424	2.2344006229951266e-05	0.00015093437480744046	5
CD24	4.611966	1.4978589	2.02673462965656e-05	0.00013816945491846843	5
S100B	4.5558114	4.9274664	2.8450207029712903e-05	0.00018839339601216698	5
DST	4.5269895	2.3642635	3.052343697047655e-05	0.00019961787540869177	5
TPM2	4.524426	2.3494666	3.0378295761762486e-05	0.00019902092702076663	5
ELF5	4.487339	3.351335	3.567775763209127e-05	0.00023047082945905115	5
CHI3L1	4.314677	2.951414	6.404653491765955e-05	0.00039051476323556444	5
CTGF	4.2731752	2.1759284	6.911688016556647e-05	0.00041798178758063514	5
MMP7	4.1847563	2.584846	9.819393731781401e-05	0.0005686937278829511	5
SFN	4.1748905	2.0244722	0.00010021587465379239	0.0005785900888215044	5
TNFRSF12A	4.1584563	1.543711	0.00010276622206064975	0.0005903379116137307	5
FXYD6	4.1092396	2.994982	0.00012801193290778033	0.000718851203790651	5
KLK5	4.1070623	4.693221	0.00013103817031803446	0.0007347284360017259	5
FAT1	3.9722524	2.2853343	0.00019820655334426413	0.001061410455952255	5
GPM6B	3.927669	2.2467625	0.00023045239629300562	0.0012147241145544305	5
CAV2	3.9130695	2.404419	0.00024260373271365733	0.0012700357904183812	5
IFRD1	3.8281999	1.4123089	0.000310093518867176	0.0015695829482386511	5
KRT16	3.8131497	2.611799	0.00033457168218984615	0.0016842539042118277	5
FHL2	3.8004847	1.5308021	0.00034176056607933703	0.0017157680593249324	5
ID4	3.7533534	2.253491	0.0004029169189410465	0.0019823941617671996	5
HRCT1	3.7410471	3.9299433	0.0004307605623532212	0.002091537815893761	5
NTRK2	3.7029603	2.6396797	0.00048122169486128184	0.002324332238578348	5
ANXA3	3.677455	2.0407176	0.000512808448737668	0.0024640145878877546	5
SERPINH1	3.6099489	1.3532039	0.0006196334404684023	0.0029112076822838807	5
SAA2	3.5686545	2.9194515	0.0007347637184835784	0.003351792518267682	5
SYT8	3.5625334	6.8042636	0.0007579964950074427	0.0034365607963834366	5
PPP1R14A	3.5360944	3.570906	0.0008168303154837909	0.003662849533631805	5
MT1X	3.5338957	1.3256872	0.000781895638664536	0.0035362354771915063	5
KRT81	3.5130987	2.959669	0.0008743050928205054	0.0038875539325773376	5
PPP1R1B	3.4986076	1.960316	0.0008962891421427373	0.003975736350801218	5
KLF10	3.471569	1.3366884	0.0009611869114424514	0.004238169018830379	5
ITGA2	3.444887	2.438496	0.0010741909152710376	0.004658609661885545	5
HIST1H2AC	3.4048023	1.6373287	0.0012030269091093657	0.005140186635385884	5
SLC12A2	3.4018583	1.7320156	0.0012129280353508866	0.005163328445416504	5
CLDN3	3.3933134	1.1720248	0.0012158053875895298	0.0051696212970578975	5
SDC2	3.3593187	1.6095412	0.0013690860880514394	0.005739126525457209	5
LTF	3.3305554	2.8807054	0.0015251672687368672	0.006286023975392746	5
PDLIM3	3.3210213	1.6195946	0.001525998242470174	0.006286023975392746	5
SYNE2	3.2844298	1.3343781	0.001700084919405726	0.006941230693043268	5
STMN1	3.2617033	1.10166	0.0018026785591249222	0.007271721916994091	5
FMO2	3.2592173	3.2640958	0.0018862535145025576	0.007546889451414532	5
PACSIN3	3.2277386	1.6346387	0.0020249749011142385	0.008011008843273139	5
CHI3L2	3.21838	1.6328521	0.0020803513057426667	0.008186259930478333	5
ASS1	3.1648693	1.8271712	0.0024580575599681166	0.009441291771395209	5
CRABP1	3.1593394	2.811112	0.002535378711982367	0.009677917707412033	5
VGLL1	3.155102	2.4788864	0.0025477476910882695	0.009705080122238304	5
CRIM1	3.142595	1.9605708	0.0026390479404831343	0.010011583306042281	5
PCP4	3.1389978	6.180316	0.0027032062672882654	0.010213033903507302	5
PIGR	3.1329508	3.216785	0.002729377056501912	0.010290865534463841	5
C1R	3.1319613	1.4193307	0.0026375549070736643	0.010011583306042281	5
MYC	3.1276555	1.2182733	0.0027172065032233625	0.010255442318090219	5
MT1E	3.1250198	1.2281632	0.002736947793308077	0.010308891025762839	5
APOE	3.1098104	1.391893	0.0028241011401314215	0.010593963160188428	5
RCAN1	3.1081986	1.6382065	0.0029037073232516543	0.01081886845233202	5
MAOB	3.029998	1.8124287	0.003621667350974788	0.013145442889834815	5
LAMB3	2.9929676	2.3231723	0.004060204838840004	0.014481135984086693	5
CITED4	2.9839025	1.6463436	0.00414134074768214	0.014685464551521598	5
CRISPLD1	2.9837105	3.0566657	0.004193334281138509	0.014791772308754277	5
PPP1R1A	2.96149	2.516494	0.0044446332289992795	0.015540090825808586	5
CTNNAL1	2.9303427	2.0834265	0.004843574161949526	0.0166949687764958	5
C2orf40	2.9231784	4.157855	0.004981870924753859	0.017091934138315234	5
TFAP2C	2.9117887	1.5973427	0.005056837574322721	0.017284935094470356	5
DEPP1	2.8873985	1.5790287	0.00540785534350064	0.018309182236401267	5
TINAGL1	2.8863072	2.0752208	0.005463179131982905	0.01846884436658448	5
CAVIN1	2.883723	1.1993625	0.005410995129134014	0.018309182236401267	5
EDN2	2.8701231	2.4233615	0.005733615919392969	0.019207353419906637	5
SLC1A5	2.8459623	1.5196551	0.006088315251307856	0.020237513772898355	5
MCAM	2.8434298	1.9615624	0.006069826716305498	0.020205414159233166	5
CX3CL1	2.8397057	2.117605	0.006212654230048179	0.020569675071709696	5
FAM167B	2.828412	3.8209486	0.006444835692875297	0.021243236293643376	5
TNS4	2.8171787	3.8090968	0.006664639758356374	0.02185703455769772	5
SBSPON	2.8162136	3.1060317	0.006666543422604961	0.02185703455769772	5
SERTAD4-AS1	2.8042598	2.055242	0.006856803526257277	0.02233970197843472	5
CCL28	2.7873728	3.0263839	0.007220070390839524	0.02336091076545713	5
RIC3	2.770617	1.9282645	0.0074736406625884365	0.024075939187675914	5
PPP1R14C	2.759666	2.1658144	0.007735540170090579	0.024773118553440613	5
TGFB1I1	2.758503	1.9799293	0.007736990205864809	0.024773118553440613	5
KCNMB1	2.7556746	2.0780787	0.007798609079610102	0.024927215007923293	5
RAI14	2.7331433	1.5131284	0.008223085576543577	0.0260139565114114	5
SLPI	2.7247744	1.2949187	0.008394417096816821	0.026465333765134946	5
SCRG1	2.7106004	2.8521433	0.008867765455637314	0.027697712052899302	5
CALML5	2.7073662	1.4276093	0.008835828073624598	0.027649726843228105	5
HIST1H2AE	2.7035348	2.0076766	0.008993174963682857	0.028018365506583605	5
PRSS21	2.7004788	3.3314805	0.009117707284177448	0.028334674865463136	5
DEFB1	2.6929648	2.511246	0.009283347202303517	0.028680575177685193	5
SNORC	2.6903262	2.178317	0.009300169274263527	0.028708542580120077	5
TTYH1	2.6871586	1.6586732	0.009340769611831893	0.028785774575245077	5
KIT	2.6846452	2.5390282	0.009471659789608539	0.029164819102169625	5
CMTM8	2.679794	1.3415524	0.009490558626918083	0.029198679539102677	5
TNC	2.6682181	2.0968597	0.009849414143308989	0.030202145443590633	5
KLK6	2.6524343	4.163816	0.010359785248417092	0.03137656269909931	5
HLA-F	2.65032	1.0780988	0.010216147357616978	0.03106885965958414	5
TUBB2B	2.6406813	3.356282	0.01067372283128229	0.03211097154629574	5
PRICKLE1	2.6375604	2.0871036	0.010684323345102251	0.03211097154629574	5
BOLA1	2.6370895	1.2873746	0.010635444456049867	0.03202768318264406	5
TUBB6	2.6276524	1.4224349	0.010940733044226412	0.032813318667545936	5
FOXC1	2.625683	1.647037	0.010977298305284832	0.03289628324252024	5
KCNN4	2.6187525	1.8527515	0.011230449156045624	0.0335460870101767	5
MELTF	2.6053061	2.263843	0.011671273528549691	0.0346666846366488	5
A2M	2.5936203	1.6123649	0.011965045414680648	0.03534107836607982	5
TSHZ2	2.581448	1.7203683	0.012360966957074768	0.036306655728450925	5
MSRB3	2.5802634	1.7469734	0.012326665971548086	0.03623471023458248	5
MUC5B	2.5519345	2.3858557	0.013290526005732292	0.03854669826623298	5
PBXIP1	2.5455225	1.4863839	0.013529398825642473	0.03914732079933354	5
EN1	2.5435703	2.0242872	0.013649919898554115	0.03940347970715426	5
KRT6B	2.5401356	1.3499212	0.01367713582221572	0.03945122315619601	5
MCM5	2.511537	1.6120956	0.014769566145397511	0.042141735063508726	5
ITGA6	2.509222	1.524177	0.014882087385101406	0.042363425546418386	5
CSRP2	2.5012765	1.468065	0.015158310170566862	0.043018399447192435	5
SCGB1D2	2.5000393	1.8216419	0.015231861084037275	0.043137997094687575	5
LINC01235	2.4772894	5.858991	0.01627749312446827	0.045599194158385335	5
PTP4A3	2.4636018	1.5140064	0.016609426110279775	0.046388382069148734	5
TCF7	2.4607296	1.3326887	0.016744983863690333	0.046548095178918135	5
SPHK1	2.4601302	1.2249388	0.01675479474640355	0.046548095178918135	5
BHLHE41	2.4513516	1.6000055	0.01722781070742764	0.04757605423314285	5
SERPINB5	2.4415736	1.1962773	0.017468294546513746	0.04806057211419828	5
ROCR	2.4382892	2.2253668	0.017855294575236744	0.04901583466233266	5
KLHL21	2.4370735	1.506389	0.01780187513578398	0.048905523142544094	5
COL1A2	28.549557	9.054719	1.9907187992100547e-37	6.687005420982866e-35	4
COL3A1	26.355892	9.0493555	2.596523014946645e-35	6.852966100162753e-33	4
CALD1	25.862368	5.150784	4.748959278451095e-37	1.4622837111563999e-34	4
COL6A2	23.44834	6.6903553	8.506445846749666e-33	1.309638225155834e-30	4
COL1A1	23.064775	9.112276	4.676156252914369e-32	6.399406427599479e-30	4
SPARC	21.436531	7.1616683	1.5352645007702317e-30	1.7190310091957595e-28	4
COL6A1	19.821981	6.626198	1.4916106950679605e-28	1.450395136388451e-26	4
DCN	19.706827	7.748165	1.7458934305143803e-28	1.6541221091668296e-26	4
LUM	18.415499	7.4109397	8.29950077709035e-27	6.666664211162792e-25	4
COL6A3	17.58414	7.20869	1.0260137304977378e-25	7.736981090181921e-24	4
LGALS1	16.597626	3.4082975	6.463570563007949e-27	5.4279302796169025e-25	4
VCAN	16.018394	5.922683	7.132883715948055e-24	4.623860584285625e-22	4
BGN	15.798304	6.0978804	1.9606231541725128e-23	1.2074170924445724e-21	4
FSTL1	15.567746	5.7643285	4.047438361737711e-23	2.4516860240362032e-21	4
RARRES2	15.447304	6.393425	6.520485069316457e-23	3.6504836865339865e-21	4
AEBP1	15.205589	7.6951685	1.7923803512395488e-22	9.461207711185904e-21	4
IGFBP7	15.148383	5.2671866	6.368610977373656e-23	3.6203103940608706e-21	4
FN1	15.004464	5.9146566	1.4949353201440465e-22	8.005486968017757e-21	4
THY1	14.679899	7.944927	1.0066604973226278e-21	4.8942243915883026e-20	4
THBS2	14.649552	6.9816957	1.0064733212716197e-21	4.8942243915883026e-20	4
COL5A2	14.623408	7.8519154	1.1974296856213698e-21	5.600636314393622e-20	4
TIMP2	14.330903	4.6983733	1.6916707030260737e-21	7.622833228879685e-20	4
FBLN1	14.22743	5.8501062	3.5100929720923274e-21	1.4907808657334655e-19	4
PRRX1	14.057952	5.6883583	5.457593185559761e-21	2.2915689568912863e-19	4
TIMP3	13.987213	5.3217	5.805322638840759e-21	2.4101873202827645e-19	4
TAGLN	13.960227	5.86424	6.268410946048383e-21	2.5735309384054197e-19	4
MMP2	13.666824	6.8898077	2.698207904166666e-20	1.0278224954531785e-18	4
IGFBP4	13.304485	4.843698	6.358865953451117e-20	2.3035303625492035e-18	4
NNMT	13.289323	4.1814647	3.408584507996434e-20	1.2851754854129412e-18	4
MXRA8	13.212636	5.768414	1.2132956848411008e-19	4.1898388369045494e-18	4
C1S	13.199888	5.6478453	1.1181205794003243e-19	3.972553404696345e-18	4
CCDC80	13.098352	6.492883	1.767516971228246e-19	5.937250189716699e-18	4
SERPING1	13.061655	4.3926673	1.1948488535051438e-19	4.1650627487750065e-18	4
SERPINF1	12.869221	5.839685	3.7152370337362987e-19	1.2041930561101424e-17	4
PCOLCE	12.07183	6.338338	7.336495553310549e-18	2.0382218849234945e-16	4
CTSK	11.680789	6.3750296	2.843490209623847e-17	7.399081918704306e-16	4
COL5A1	11.600742	7.1835194	4.283486841966511e-17	1.076699583746004e-15	4
C1R	11.578	5.433346	4.0272172735766904e-17	1.0333727656851298e-15	4
ISLR	11.246092	6.904749	1.5607801579695935e-16	3.7206985056113855e-15	4
LRP1	11.137724	5.4582267	2.0945000353703867e-16	4.898213690312392e-15	4
CTHRC1	11.091391	4.877529	2.220906862364427e-16	5.153663408020318e-15	4
MYL9	11.059812	4.4266124	2.2316269155162404e-16	5.153663408020318e-15	4
SFRP2	10.976577	7.9806147	4.351257583215912e-16	9.803595591452923e-15	4
POSTN	10.6235	8.079324	1.6343824044464777e-15	3.411888691768212e-14	4
TCF4	10.606363	3.865104	1.04518459777989e-15	2.2195155682739617e-14	4
CAVIN1	10.467471	3.7406933	1.827851655816254e-15	3.752173260133922e-14	4
FBLN2	10.235116	5.766813	6.458854411030687e-15	1.205326618624161e-13	4
FBN1	10.139815	6.903534	1.0061526801161112e-14	1.8135288551361124e-13	4
TIMP1	9.991026	2.9235053	7.108085641376021e-15	1.3132188222442198e-13	4
HTRA1	9.872437	5.747477	2.630540800090446e-14	4.5208596541089294e-13	4
CDH11	9.845271	6.096638	3.044236652932476e-14	5.159841482837385e-13	4
PALLD	9.822138	3.8072374	2.6462500129928776e-14	4.526802684263279e-13	4
TPM2	9.771684	3.6343634	2.477496221491585e-14	4.277732961874489e-13	4
CXCL12	9.754947	6.50749	4.3091273130384717e-14	7.140011399855226e-13	4
PDGFRB	9.503809	6.4892435	1.1473853976984697e-13	1.8040804444663172e-12	4
COL12A1	9.495069	6.342946	1.1932097654477855e-13	1.8602996132192265e-12	4
MXRA5	9.398631	5.318844	1.6680257035356542e-13	2.5468408985802654e-12	4
NBL1	9.337024	3.6391068	1.7001983725961697e-13	2.5852810645032294e-12	4
EMILIN1	9.237876	6.6998987	3.283219858212016e-13	4.757449951409175e-12	4
MEG3	8.992582	5.3686485	7.732486852312128e-13	1.0781712799733327e-11	4
ASPN	8.962771	8.291174	9.793748447986789e-13	1.340292611678192e-11	4
LOXL1	8.816731	5.1658688	1.6423730623047896e-12	2.1908189405112626e-11	4
EFEMP2	8.722365	5.5909524	2.4114328590722306e-12	3.1264015488673305e-11	4
SPON2	8.701227	4.2442727	2.3533362380050075e-12	3.061823027967783e-11	4
MRC2	8.548621	5.0525117	4.713422475397401e-12	5.923842192718842e-11	4
CRISPLD2	8.545517	5.7990737	4.803301144922421e-12	6.016338213724863e-11	4
ACTA2	8.367985	4.8056045	9.123418668608526e-12	1.083956012235e-10	4
SPARCL1	8.323138	4.0960417	9.517648877393695e-12	1.1271702757041571e-10	4
CAVIN3	8.289919	3.9917414	1.1793224599887415e-11	1.3746361166114828e-10	4
PRSS23	8.277648	3.1676362	1.0339658279283008e-11	1.2090201690490733e-10	4
MFAP5	8.167299	4.8703337	2.0593767712754082e-11	2.334170911000808e-10	4
ADAM12	8.159413	5.8916297	2.2723744438436107e-11	2.5598852347567504e-10	4
CST3	8.067495	1.6929431	9.118815749553637e-12	1.083956012235e-10	4
FLNA	8.024713	2.8611093	2.936609738684797e-11	3.239036711773231e-10	4
CTGF	7.9694986	5.242318	4.659181341027626e-11	4.947033061809506e-10	4
